algo,m,n,iter,opt,eta,rho,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
our,5000,5000,0,0.00045949154617637954,0.0001,,1.8820401196685e-18,3.2524927812438965e-17,0.4998803139463323,0.0,1086.8988266618712,0.49942082240015595,1.0,,[],[],0.00017304893962615244,3.2001338145247454e-17,0.0,0.00017304893962615244,0
our,5000,5000,1,0.00045949154617637954,0.0001,,1.997403643388189e-18,4.893534609763134e-06,0.00119270782433668,5.516370292000147,1.595712226398284,0.0007332162781603004,0.9976140132126413,,"[42, 46, 73, 178]","[0.03586183400011578, 0.03870579199997337, 0.06313745800002835, 0.16371479200006434]",4.814757981187924e-06,4.814757981187924e-06,3.788289817300762e-22,3.2102494185252953e-07,4
our,5000,5000,2,0.00045949154617637954,0.0001,,2.124168832788427e-18,8.408760578190163e-07,0.0007365310333849386,9.183935958000347,0.60292618985903,0.00027703948720855906,0.38247153380203774,,"[39, 85, 193]","[0.017077499999913925, 0.03928041599988319, 0.0944787500000075]",8.273395476751142e-07,8.273395476751142e-07,4.1528839503885514e-22,1.2435600505576804e-07,3
our,5000,5000,3,0.00045949154617637954,0.0001,,2.1623621443731885e-18,2.4712458538726057e-07,0.0006062354667658542,11.789192541000375,0.3193615242991778,0.00014674392058947462,0.17690438109616913,,"[67, 218]","[0.02165391699986685, 0.07631962499999645]",2.431463481360077e-07,2.431463481360077e-07,4.34500494029079e-22,6.826767168144887e-08,2
our,5000,5000,4,0.00045949154617637954,0.0001,,2.199172110539006e-18,5.1979668337625393e-08,0.0005484286734350013,14.310950000000503,0.19355552457646863,8.89371272586218e-05,0.09535369753148984,,"[86, 251]","[0.022680916999888723, 0.06870016699986081]",5.114289423615564e-08,5.114289423615564e-08,4.340533917461746e-22,4.370098441074273e-08,2
our,5000,5000,5,0.00045949154617637954,0.0001,,2.1942119418724766e-18,4.903988950985608e-09,0.0005188132418254339,17.133636333000595,0.12910290981998457,5.93216956490544e-05,0.05400051646474929,,"[107, 268]","[0.02529541700005211, 0.0637949160000062]",3.0568373205118805e-08,4.825044027339217e-09,4.235300486163134e-22,3.0568373205118805e-08,2
our,5000,5000,6,0.00045949154617637954,0.0001,,2.191533213485581e-18,9.66673284686166e-10,0.0005015846112152319,19.808724708000682,0.09160792051372055,4.2093065038852333e-05,0.03320776961972574,,"[115, 267]","[0.024174708999908034, 0.06103520900001058]",2.2687232662208142e-08,9.511116777141073e-10,4.62202922908542e-22,2.2687232662208142e-08,2
our,5000,5000,7,0.00045949154617637954,0.0001,,2.221169974718961e-18,3.3759205125086557e-10,0.0004907458876934846,22.518289333000666,0.06801940487738119,3.125434151710505e-05,0.021608963431887156,,"[114, 267]","[0.02222920899998826, 0.056234666999898764]",1.7616790575533034e-08,3.321574593347741e-10,4.440366502606091e-22,1.7616790575533034e-08,2
our,5000,5000,8,0.00045949154617637954,0.0001,,2.2047777785927085e-18,4.592819056430074e-07,0.0004885026870781902,24.05472616600059,0.06313748564739528,2.901114090181063e-05,0.004571002369143651,,[120],[0.02169958299987229],4.5188833780760897e-07,4.5188833780760897e-07,4.1976862886399565e-22,1.4155532765172622e-08,1
our,5000,5000,9,0.00045949154617637954,0.0001,,2.1832294915143106e-18,2.774736156911832e-07,0.0004815353305085751,25.6710902490006,0.04797429792915903,2.2043784332195565e-05,0.014262678085330292,,[162],[0.028639958999974624],2.730068165969018e-07,2.730068165969018e-07,4.356005073289869e-22,1.1684125679471401e-08,1
our,5000,5000,10,0.00045949154617637954,0.0001,,2.1382011938577717e-18,1.7496934779295693e-07,0.00047680626332756036,27.24720479000075,0.03768234104688931,1.7314717151180824e-05,0.009820810398315158,,[186],[0.03127062500016109],1.721526730532641e-07,1.721526730532641e-07,4.320192055990583e-22,9.871336835679725e-09,1
our,5000,5000,11,0.00045949154617637954,0.0001,,2.167416904638301e-18,1.1441934493949152e-07,0.0004734656841780137,28.928447415000846,0.030412176497954663,1.397413800163414e-05,0.007006156182247434,,[184],[0.033570875000123124],1.1257741043674293e-07,1.1257741043674293e-07,4.393314936440474e-22,8.487004181050347e-09,1
our,5000,5000,12,0.00045949154617637954,0.0001,,2.1430883827964177e-18,8.028718339444781e-08,0.00047103150500042674,30.475531415000887,0.02511462707002121,1.1539958824047204e-05,0.0051411945129939615,,[198],[0.030200375000049462],7.899471197450616e-08,7.899471197450616e-08,4.198916091581011e-22,7.422188329555694e-09,1
our,5000,5000,13,0.00045949154617637954,0.0001,,2.1096386424721233e-18,5.89094173208118e-08,0.0004691924867860887,31.998549290000938,0.02111233751836076,9.700940609709172e-06,0.0039042361175742695,,[198],[0.029513082999983453],5.7961087400225374e-08,5.7961087400225374e-08,4.22324268516684e-22,6.553925119030977e-09,1
our,5000,5000,14,0.00045949154617637954,0.0001,,2.1450728846829104e-18,4.244581026743833e-08,0.0004677573539061251,33.5020249150009,0.017989031133497046,8.265807729745586e-06,0.003058729456206921,,[189],[0.028523708999955488],4.176251320372886e-08,4.176251320372886e-08,4.394063459209131e-22,5.838934680195176e-09,1
our,5000,5000,15,0.00045949154617637954,0.0001,,2.1369160040401223e-18,3.072811492583262e-08,0.00046661906116224794,34.98775045700086,0.015511743459002508,7.127514985868404e-06,0.0024335111663591888,,[163],[0.024398834000066927],3.0233450539174516e-08,3.0233450539174516e-08,4.668303403380416e-22,5.2577845813330406e-09,1
our,5000,5000,16,0.00045949154617637954,0.0001,,2.1060744332623012e-18,2.2990973593799155e-08,0.00046570453057221957,36.48716958200089,0.013521433522642278,6.21298439584003e-06,0.001959908340971914,,[219],[0.03114299999992909],2.2620862512175717e-08,2.2620862512175717e-08,4.3591392721655465e-22,4.7646495383406344e-09,1
our,5000,5000,17,0.00045949154617637954,0.0001,,2.037634359325618e-18,1.7769512639804983e-08,0.0004649601438902396,37.99832533200083,0.01190141093860498,5.468597713860078e-06,0.0015984097922889238,,[167],[0.023136707999810824],1.7483457179116994e-08,1.7483457179116994e-08,4.51324914364001e-22,4.334567629874898e-09,1
