algo,m,n,iter,opt,eta,cost,time,rel_err,abs_err,kkt_err
HOT,1000,1000,0,0.002144739808710604,,0.5001658420169128,0.0,232.20583689711412,0.4980211022082022,1.0
HOT,1000,1000,1,0.002144739808710604,,0.03413386577348142,0.4713162920000009,14.915154665778482,0.03198912596477081,0.018802820697410964
HOT,1000,1000,2,0.002144739808710604,,-0.0030890688689115165,0.9256553339999982,2.440300057081812,0.00523380867762212,0.0013869731237909767
HOT,1000,1000,3,0.002144739808710604,,-0.0029615105559292892,1.3741309589999986,2.3808250977118384,0.005106250364639893,0.0003238542879594933
HOT,1000,1000,4,0.002144739808710604,,-0.0031537711066251532,1.816157834000002,2.4704679298703227,0.005298510915335757,0.00011460231623705537
HOT,1000,1000,5,0.002144739808710604,,-0.0008502246431665699,2.256683209000002,1.3964232116704713,0.002994964451877174,7.468575074033074e-05
HOT,1000,1000,6,0.002144739808710604,,-0.0003072108192530961,2.701021209000004,1.1432392022591253,0.0024519506279636998,3.883084582805055e-05
HOT,1000,1000,7,0.002144739808710604,,0.0006587835721254756,3.1412076670000033,0.6928375323431285,0.0014859562365851283,2.550602754509162e-05
HOT,1000,1000,8,0.002144739808710604,,0.0011197662868790259,3.585511376000003,0.4779011037463709,0.001024973521831578,1.92285057598212e-05
HOT,1000,1000,9,0.002144739808710604,,0.0016521584305890422,4.019821376000003,0.22966952733427212,0.0004925813781215616,1.3394970138935115e-05
HOT,1000,1000,10,0.002144739808710604,,0.0019141542522426007,4.456832418000001,0.10751213528629791,0.00023058555646800314,9.503567731585148e-06
HOT,1000,1000,11,0.002144739808710604,,0.001966574921177711,4.894804584000003,0.08307063020385853,0.00017816488753289285,7.331089125707726e-06
HOT,1000,1000,12,0.002144739808710604,,0.0020218667924139086,5.329916667000003,0.05729040688183303,0.00012287301629669524,6.140011196894663e-06
HOT,1000,1000,13,0.002144739808710604,,0.001998026803824014,5.776875417000003,0.06840596900879663,0.00014671300488658997,5.311775442011642e-06
HOT,1000,1000,14,0.002144739808710604,,0.0020981690337535082,6.215758917000002,0.021713950926799584,4.6570774957095575e-05,4.2788757051120685e-06
HOT,1000,1000,15,0.002144739808710604,,0.002122535290149311,6.6604936260000045,0.010353012738940142,2.2204518561292925e-05,3.6332908955811266e-06
HOT,1000,1000,16,0.002144739808710604,,0.0021268472475052566,7.1007938340000045,0.008342532335474313,1.7892561205347206e-05,3.098357410237909e-06
HOT,1000,1000,17,0.002144739808710604,,0.0021200706891725853,7.539614625000006,0.011502150255162824,2.466911953801854e-05,2.5862230997248217e-06
HOT,1000,1000,18,0.002144739808710604,,0.0021375343121487833,7.9799416660000055,0.003359613381798665,7.2054965618204535e-06,2.259214716452212e-06
HOT,1000,1000,19,0.002144739808710604,,0.002109724020212302,8.455130249000003,0.01632635733066042,3.5015788498301594e-05,2.0206602219379467e-06
HOT,1000,1000,20,0.002144739808710604,,0.002112122652952183,8.924227416000004,0.015207977968213311,3.2617155758420894e-05,1.89770811019913e-06
HOT,1000,1000,21,0.002144739808710604,,0.002135557933811351,9.408642832000002,0.004281113663280655,9.181874899252904e-06,1.7757948861256157e-06
HOT,1000,1000,22,0.002144739808710604,,0.002140743088950464,9.846531123000002,0.0018634986602606898,3.996719760139978e-06,1.631904092276761e-06
HOT,1000,1000,23,0.002144739808710604,,0.002142901003434221,10.288721038999999,0.0008573558754842498,1.8388052763830022e-06,1.4791837353300124e-06
HOT,1000,1000,24,0.002144739808710604,,0.0021398155719490343,10.734131664,0.0022959599768560524,4.924236761569452e-06,1.2434091266681715e-06
HOT,1000,1000,25,0.002144739808710604,,0.002144389323341076,11.225924289000002,0.00016341626527571843,3.5048536952764567e-07,1.1295016724625887e-06
HOT,1000,1000,26,0.002144739808710604,,0.002139959320199182,11.680367747999998,0.002228936345568014,4.7804885114216544e-06,1.0316892267891117e-06
HOT,1000,1000,27,0.002144739808710604,,0.002138538751006256,12.180507413999994,0.0028912867095406665,6.20105770434776e-06,9.494939916254352e-07
HOT,1000,1000,28,0.002144739808710604,,0.0021417944002475953,12.625853122999995,0.0013733173837899013,2.9454084630084996e-06,8.808593383273532e-07
HOT,1000,1000,29,0.002144739808710604,,0.002144572907396966,13.062935705999994,7.781890976230253e-05,1.6690131363766847e-07,8.313966318714796e-07
HOT,1000,1000,30,0.002144739808710604,,0.0021443431974841488,13.505303539999996,0.0001849227700461571,3.966112264550299e-07,7.961208211215115e-07
HOT,1000,1000,31,0.002144739808710604,,0.002143281782114488,13.944629414999998,0.0006798151413024969,1.4580265961156892e-06,7.319585082657805e-07
HOT,1000,1000,32,0.002144739808710604,,0.002142229967301072,14.380502747999994,0.0011702311857775959,2.509841409531824e-06,6.928004687495343e-07
HOT,1000,1000,33,0.002144739808710604,,0.002143562112950828,14.861858247999994,0.0005491089198759153,1.1776957597759569e-06,6.722026745470477e-07
HOT,1000,1000,34,0.002144739808710604,,0.0021434499467091637,15.297280872999995,0.0006014072178832432,1.2898620014400834e-06,6.364099752480135e-07
HOT,1000,1000,35,0.002144739808710604,,0.00214688700934353,15.737441705999995,0.0010011473765747993,2.147200632926158e-06,6.074860832974193e-07
HOT,1000,1000,36,0.002144739808710604,,0.002147399556111071,16.165712163999995,0.0012401259069585659,2.6597474004673785e-06,5.88898718146262e-07
HOT,1000,1000,37,0.002144739808710604,,0.0021457359092690136,16.602354539,0.00046443888175349575,9.961005584097592e-07,5.523785350131906e-07
HOT,1000,1000,38,0.002144739808710604,,0.0021481889766438423,17.036924496999998,0.0016081987750822268,3.4491679332384825e-06,5.289630090648192e-07
HOT,1000,1000,39,0.002144739808710604,,0.0021491863976756346,17.471618663999994,0.002073253336825055,4.446588965030789e-06,4.940651407069615e-07
HOT,1000,1000,40,0.002144739808710604,,0.002144174379582586,17.910075746999997,0.00026363530239031046,5.654291280179566e-07,4.631446868736187e-07
HOT,1000,1000,41,0.002144739808710604,,0.0021427546327992424,18.345037162999997,0.0009256022121185978,1.985175911361353e-06,4.31000891970071e-07
HOT,1000,1000,42,0.002144739808710604,,0.002137472803340246,18.779748870999992,0.003388292295803794,7.267005370357842e-06,3.8310639941877834e-07
HOT,1000,1000,43,0.002144739808710604,,0.002139826062209075,19.21165295399999,0.0022910688194306933,4.913746501528614e-06,3.5721445567486e-07
HOT,1000,1000,44,0.002144739808710604,,0.0021417279734227785,19.646518870999987,0.0014042893574283727,3.0118352878252645e-06,3.39429387700487e-07
HOT,1000,1000,45,0.002144739808710604,,0.002143941197252059,20.078094203999985,0.0003723582018206253,7.986114585445923e-07,3.223499435756592e-07
HOT,1000,1000,46,0.002144739808710604,,0.0021440412744341423,20.511536536999987,0.00032569651275391636,6.985342764615453e-07,3.031955843921354e-07
HOT,1000,1000,47,0.002144739808710604,,0.0021445641917711886,21.000348578999986,8.188263149773873e-05,1.7561693941518103e-07,2.8676621021250176e-07
HOT,1000,1000,48,0.002144739808710604,,0.0021466314887821176,21.447613620999984,0.0008820091200951216,1.891680071513819e-06,2.709510749545023e-07
HOT,1000,1000,49,0.002144739808710604,,0.0021462924798715984,21.890497036999985,0.0007239438344402268,1.552671160994553e-06,2.617853580842644e-07
HOT,1000,1000,50,0.002144739808710604,,0.002145975057628264,22.329306077999984,0.0005759434839804707,1.2352489176603934e-06,2.562844821985288e-07
HOT,1000,1000,51,0.002144739808710604,,0.0021465332215387096,22.80639724499999,0.0008361913276482786,1.793412828105835e-06,2.500523542567476e-07
HOT,1000,1000,52,0.002144739808710604,,0.00214561843931388,23.26752391199999,0.0004096676900889818,8.786306032763577e-07,2.420141905618566e-07
HOT,1000,1000,53,0.002144739808710604,,0.002144378996028048,23.711210828999985,0.00016823144751192305,3.6081268255582985e-07,2.362545619092126e-07
HOT,1000,1000,54,0.002144739808710604,,0.0021458931025899785,24.157616370999985,0.0005377313717452787,1.1532938793746596e-06,2.314684655266966e-07
HOT,1000,1000,55,0.002144739808710604,,0.002145102441308632,24.595809745999983,0.0001690799958835428,3.6263259802805925e-07,2.2573607654062308e-07
HOT,1000,1000,56,0.002144739808710604,,0.002144540924851068,25.065868370999983,9.273099642578081e-05,1.988838595357728e-07,2.1832516664402285e-07
HOT,1000,1000,57,0.002144739808710604,,0.002144774857160315,25.52169132899998,1.6341585850509186e-05,3.504844971104898e-08,2.131816412029729e-07
HOT,1000,1000,58,0.002144739808710604,,0.0021445433443374675,25.99485349599998,9.160289389809993e-05,1.9646437313634857e-07,2.016033971447671e-07
HOT,1000,1000,59,0.002144739808710604,,0.0021438984583004458,26.442225912999977,0.0003922855381995523,8.413504101580441e-07,1.9233727676854503e-07
HOT,1000,1000,60,0.002144739808710604,,0.0021438236132141474,26.898964953999975,0.00042718258538185184,9.161954964563741e-07,1.863832806712622e-07
HOT,1000,1000,61,0.002144739808710604,,0.00214398034391946,27.343709703999973,0.00035410579318730475,7.594647911438566e-07,1.8297916841513205e-07
HOT,1000,1000,62,0.002144739808710604,,0.0021436233670179034,27.79301528699997,0.0005205487808666302,1.1164416927004345e-06,1.792872768539093e-07
HOT,1000,1000,63,0.002144739808710604,,0.0021449303406470836,28.23085261999997,8.883685363885314e-05,1.905319364798458e-07,1.7077924400669128e-07
