algo,m,n,iter,opt,eta,rho,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
our,1000,1000,0,6.946465053373141e-05,0.0001,0.0,2.480917714426016e-18,3.0028103405359835e-17,0.16583501934216086,0.0,2386.3296427458863,0.16576555469162713,1.0,,[],[],0.0006385251024598423,2.897230190177476e-17,0.0,0.0006385251024598423,0
our,1000,1000,1,6.946465053373141e-05,0.0001,0.0,4.4665734154304644e-18,1.5387175866330407e-05,0.0001311202500902685,0.37812316599999996,0.8875823758243438,6.16555995565371e-05,0.9992093331637045,,"[183, 167, 182]","[0.059387042, 0.12533445900000006, 0.07560766699999988]",1.4846155902588714e-05,1.4846155902588714e-05,2.2721718882001215e-21,1.9160264348526216e-07,3
our,1000,1000,2,6.946465053373141e-05,0.0001,0.0,4.457382419783817e-18,4.190345588976636e-07,9.364849745511337e-05,0.7578093740000003,0.3481460964039327,2.418384692138195e-05,0.2857815830076443,,"[189, 232, 195]","[0.0862200409999998, 0.09107562500000022, 0.0828703329999998]",4.043011169827376e-07,4.043011169827376e-07,3.0614728056696917e-21,1.7776016134559947e-07,3
our,1000,1000,3,6.946465053373141e-05,0.0001,0.0,4.1044389515009584e-18,9.154157952339887e-06,8.535838934740927e-05,1.2221828320000006,0.22880326456058395,1.5893738813677858e-05,0.08852366383857492,,"[179, 196, 203, 208]","[0.1264690420000001, 0.08463729100000039, 0.07258162499999976, 0.07568379199999997]",8.83229367740834e-06,8.83229367740834e-06,3.486064829131931e-21,8.461957733726561e-08,4
our,1000,1000,4,6.946465053373141e-05,0.0001,0.0,4.2505663682963844e-18,2.454271584455301e-06,8.128390819211753e-05,1.6533362070000006,0.17014780276835606,1.1819257658386112e-05,0.047733810190684095,,"[226, 234, 242, 248]","[0.08275329200000003, 0.07942674999999966, 0.09372625000000001, 0.08391370899999995]",2.3679783013233565e-06,2.3679783013233565e-06,3.455572173906698e-21,4.709340440860273e-08,4
our,1000,1000,5,6.946465053373141e-05,0.0001,0.0,4.2048645341105315e-18,3.3098446866134154e-07,7.933800165857214e-05,1.8143359980000002,0.14213489953492703,9.873351124840729e-06,0.023939628111214355,,[277],[0.09902275000000005],3.1934690717573754e-07,3.1934690717573754e-07,2.926514499005563e-21,3.7573127505574775e-08,1
our,1000,1000,6,6.946465053373141e-05,0.0001,0.0,4.219869538878311e-18,6.858056339634557e-07,7.756288900297166e-05,1.972700831,0.1165807127368735,8.098238469240248e-06,0.022374053019883284,,[314],[0.11783529200000009],6.616924021109076e-07,6.616924021109076e-07,3.67321698841764e-21,3.4798242347038884e-08,1
our,1000,1000,7,6.946465053373141e-05,0.0001,0.0,4.2182078339926384e-18,6.338443096066836e-07,7.630672251983847e-05,2.1389510400000002,0.09849717710426842,6.842071986107057e-06,0.016195457638060167,,[303],[0.10809170800000034],6.115580610851694e-07,6.115580610851694e-07,3.660133964529586e-21,2.6691199749701617e-08,1
our,1000,1000,8,6.946465053373141e-05,0.0001,0.0,4.1266240341293675e-18,1.917887645404548e-07,7.535651634458257e-05,2.326202624,0.08481818832429193,5.891865810851157e-06,0.012452456924864814,,[330],[0.13827129099999969],1.8504538607132404e-07,1.8504538607132404e-07,3.1444078948044224e-21,2.3295733368523716e-08,1
our,1000,1000,9,6.946465053373141e-05,0.0001,0.0,4.3746899157766305e-18,7.199127533277462e-08,7.463678488901757e-05,2.5148614990000007,0.07445707011474297,5.172134355286158e-06,0.009551018153146636,,[356],[0.13960150000000038],6.946002999518919e-08,6.946002999518919e-08,3.857384087851093e-21,2.0656380389848888e-08,1
