algo,m,n,iter,opt,eta,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
SSNS,1024,1024,0,0.02065654586271825,0.001,185.70941118883286,185.71009388719446,0.09814011337817802,0.0,3.751041826179912,0.07748356751545976,1.0,262.61625091047836,0,0.0,,,,,
SSNS,1024,1024,1,0.02065654586271825,0.001,56.123547097672414,56.13508359435813,0.09828713768741093,0.12023945900000044,3.758159391246696,0.07763059182469267,0.0014981061685384633,79.36456663585221,10,0.0005596249999992864,,,,,
SSNS,1024,1024,2,0.02065654586271825,0.001,16.62463571257148,16.631719111222193,0.09857486371826893,0.24518933400000087,3.7720884398286905,0.07791831785555067,0.0029274026859249153,23.50613719695242,10,0.0005519590000009345,,,,,
SSNS,1024,1024,3,0.02065654586271825,0.001,4.848642066971706,4.85325586457852,0.09892974194208523,0.36648529200000013,3.7892683800846654,0.07827319607936697,0.0036000884041854577,6.854168027663906,12,0.0005903340000017465,,,,,
SSNS,1024,1024,4,0.02065654586271825,0.001,1.4029360381994007,1.4066535569653527,0.09922172623130456,0.48861583400000086,3.803403574378999,0.07856518036858631,0.002951430818350417,1.9832382324212137,16,0.000742791000000409,,,,,
SSNS,1024,1024,5,0.02065654586271825,0.001,0.4002404816732759,0.40278250371163143,0.09916515467840231,0.6187606260000003,3.8006649000005126,0.07850860881568406,0.0005701528793236693,0.5659128040129486,21,0.0010546249999983104,,,,,
SSNS,1024,1024,6,0.02065654586271825,0.001,0.11214969092542239,0.11340027340623868,0.09810555126457653,0.7417883759999988,3.7493686464609417,0.07744900540185828,0.010685239359149225,0.15835899761003053,29,0.0012396250000001885,,,,,
SSNS,1024,1024,7,0.02065654586271825,0.001,0.03535694097878478,0.035583509205029056,0.0936240157866998,0.8649766679999971,3.5324139093204403,0.07296746992398154,0.04568075323067782,0.04945857470211645,43,0.0018194170000001009,,,,,
SSNS,1024,1024,8,0.02065654586271825,0.001,0.021377190508393287,0.024774265245540474,0.08367400913918589,0.9884892099999973,3.0507260843742543,0.06301746327646765,0.10627622158595121,0.03264770923220474,71,0.0030271660000025236,,,,,
SSNS,1024,1024,9,0.02065654586271825,0.001,0.024986931042306846,0.021575153537035513,0.0800166111830248,1.130909834999997,2.873668507542781,0.059360065320306556,0.0437100838574289,0.033002275320888494,181,0.0073570839999987925,,,,,
SSNS,1024,1024,10,0.02065654586271825,0.001,0.015279857096313465,0.017655783510081246,0.07399581457381105,1.2603924189999987,2.5821969009524297,0.0533392687110928,0.07524433389764755,0.023348967011515995,211,0.008147375000000068,,,,,
SSNS,1024,1024,11,0.02065654586271825,0.001,0.011568301328426615,0.01416492033719012,0.07054476263288052,1.4068076269999992,2.4151287006896203,0.04988821677016227,0.04663847490303779,0.018286193037608537,564,0.021735665999997877,,,,,
SSNS,1024,1024,12,0.02065654586271825,0.001,0.014456940625276837,0.02376750056062363,0.06968626218238974,1.5935072099999985,2.373568003359277,0.04902971631967149,0.012169584508469796,0.027807080406318546,1377,0.05699679199999963,,,,,
SSNS,1024,1024,13,0.02065654586271825,0.001,0.013273674180023315,0.018666106788540724,0.0691885657233749,1.7479777099999971,2.349474117463615,0.048532019860656646,0.0071419594541062585,0.022858679769956966,736,0.02753858299999834,,,,,
SSNS,1024,1024,14,0.02065654586271825,0.001,0.010128848958847293,0.01147896196546204,0.06818632386275973,1.8957260849999962,2.300954782852883,0.04752977800004148,0.014485657422387681,0.014400850848013699,506,0.019687457999999936,,,,,
SSNS,1024,1024,15,0.02065654586271825,0.001,0.009718822127737633,0.012703908904292018,0.06748764079521125,2.075310626999997,2.267130973577514,0.046831094932492996,0.010246674523101473,0.013263279945906446,1289,0.05154254199999997,,,,,
SSNS,1024,1024,16,0.02065654586271825,0.001,0.02451314261629683,0.04735323296599324,0.06604821818374844,2.2240799189999976,2.197447367178405,0.04539167232103019,0.021328684696960757,0.04769011144710054,684,0.027569750000001392,,,,,
SSNS,1024,1024,17,0.02065654586271825,0.001,0.027156053633119064,0.059952041525930276,0.06629035662649627,2.3937190859999973,2.209169483952287,0.04563381076377802,0.003666085920352761,0.06153563362872318,1165,0.04173637499999927,,,,,
SSNS,1024,1024,18,0.02065654586271825,0.001,0.013221949021509971,0.030526092212088827,0.06582455171667755,2.5318775439999968,2.1866194936047028,0.045168005853959296,0.007026737123217381,0.024835118479199916,427,0.015305042000001379,,,,,
SSNS,1024,1024,19,0.02065654586271825,0.001,0.009018506671532815,0.029873908759243638,0.06493788923975338,2.674287043999996,2.1436954499230123,0.04428134337703513,0.013470087585868287,0.01329581852148201,506,0.019626959,,,,,
SSNS,1024,1024,20,0.02065654586271825,0.001,0.012629009910640174,0.0383562483812907,0.06434506445625224,2.8437918769999975,2.1149963253239137,0.04368851859353399,0.009129104601974527,0.023727493475934575,1060,0.04246433300000163,,,,,
SSNS,1024,1024,21,0.02065654586271825,0.001,0.017846238470403095,0.05481594475694395,0.06379726292933355,2.9981970849999975,2.0884768127897595,0.0431407170666153,0.008513497213001259,0.0435041432993451,794,0.030070375000001093,,,,,
SSNS,1024,1024,22,0.02065654586271825,0.001,0.009924943799151398,0.0431917740434925,0.06330231511969059,3.145873959999996,2.0645159912210254,0.04264576925697234,0.007758135489154124,0.018368609127119732,618,0.022533667000001145,,,,,
SSNS,1024,1024,23,0.02065654586271825,0.001,0.007571359805066102,0.046850469410194155,0.0623599063898835,3.304351834999995,2.018893226598602,0.04170336052716525,0.014887429125225568,0.01066129426008395,636,0.024705499999999603,,,,,
SSNS,1024,1024,24,0.02065654586271825,0.001,0.017682661620797832,0.06554944344299296,0.061933072281873724,3.5002850019999947,1.9982298441121746,0.041276526419155475,0.0068446880811710124,0.046287820366772425,1664,0.06761512499999967,,,,,
SSNS,1024,1024,25,0.02065654586271825,0.001,0.012853074100300956,0.05697474944651842,0.061715969398323044,3.652395417999994,1.987719718896007,0.041059423535604794,0.003505443465852758,0.02945366479583297,727,0.02633700000000161,,,,,
SSNS,1024,1024,26,0.02065654586271825,0.001,0.007634301567603698,0.054102681028026844,0.0611479893897353,3.7884202509999945,1.9602233498339918,0.04049144352701705,0.00920312868978734,0.01334033058463433,395,0.014785249999999195,,,,,
SSNS,1024,1024,27,0.02065654586271825,0.001,0.0067127581193015045,0.05822743337788881,0.06003487995429949,3.9381831669999947,1.9063368267515053,0.039378334091581244,0.01820353288055388,0.008913318490301582,748,0.029683500000000862,,,,,
SSNS,1024,1024,28,0.02065654586271825,0.001,0.006443269178001857,0.05943547897723701,0.059713752368207654,4.155737249999994,1.890790782014596,0.039057206505489404,0.005349016877126963,0.008505476640446052,1732,0.07649766599999808,,,,,
SSNS,1024,1024,29,0.02065654586271825,0.001,0.006276213635608669,0.06466674256610437,0.05812536928122154,4.315884540999992,1.8138958791812578,0.03746882341850329,0.026599954348737034,0.007645013406239004,774,0.03332650000000115,,,,,
SSNS,1024,1024,30,0.02065654586271825,0.001,0.006001587476242635,0.06503174728017867,0.057969795917652556,4.536204248999994,1.8063644475177592,0.037313250054934306,0.0026765139816367126,0.007336807986284191,1876,0.0796605000000028,,,,,
SSNS,1024,1024,31,0.02065654586271825,0.001,0.00605164116139206,0.06911172670404508,0.05625957445900195,4.694155665999993,1.7235712511132586,0.0356030285962837,0.029501940304913578,0.007177708024803073,849,0.036148833000002156,,,,,
SSNS,1024,1024,32,0.02065654586271825,0.001,0.0059631496851404,0.06939694179125763,0.05616908233359525,4.941989165999992,1.7191904545363237,0.035512536470877,0.0016084751133807603,0.007160738754017098,2684,0.11444508399999975,,,,,
SSNS,1024,1024,33,0.02065654586271825,0.001,0.0050996115110124515,0.07224737301735844,0.05458950077935475,5.097800540999991,1.6427216409825824,0.0339329549166365,0.028121904232993704,0.0061329620671715275,821,0.03430774999999997,,,,,
SSNS,1024,1024,34,0.02065654586271825,0.001,0.00486034189412737,0.07245211625521415,0.05440956963117759,5.334145623999994,1.6340110293743801,0.03375302376845934,0.00329607608804526,0.005858396100406876,2402,0.10186058300000056,,,,,
SSNS,1024,1024,35,0.02065654586271825,0.001,0.0049556157840321855,0.07464251694549962,0.05244251003810939,5.492434040999992,1.5387840922987857,0.03178596417539114,0.036152823968323415,0.005987253436082767,867,0.03663987500000232,,,,,
SSNS,1024,1024,36,0.02065654586271825,0.001,0.005225824130646539,0.07479124058020913,0.052427675373985745,5.751139831999989,1.5380659342765184,0.031771129511267496,0.0002828747920887668,0.006587666315171337,2635,0.12162808400000102,,,,,
SSNS,1024,1024,37,0.02065654586271825,0.001,0.0038746387001190774,0.07580909448383355,0.050703549340863116,5.90869679099999,1.4545996062378892,0.030047003478144867,0.03288579973885565,0.004684989286991264,821,0.03473550000000003,,,,,
SSNS,1024,1024,38,0.02065654586271825,0.001,0.0035167239032400897,0.07592367161362962,0.050181617907712125,6.11278849899999,1.4293324857512548,0.029525072044993876,0.010293784950679072,0.004284642084672647,1723,0.07427150000000182,,,,,
SSNS,1024,1024,39,0.02065654586271825,0.001,0.003972117251428475,0.07616058884873883,0.047852273415478576,6.27958799899999,1.3165670453085891,0.027195727552760326,0.04641828201947164,0.004656724890959408,948,0.04175033300000308,,,,,
SSNS,1024,1024,40,0.02065654586271825,0.001,0.004042382324813241,0.0761187659086214,0.04773065695493112,6.529392956999992,1.3106794946330933,0.027074111092212867,0.002541498070353341,0.00487605897119686,2546,0.10973966699999949,,,,,
SSNS,1024,1024,41,0.02065654586271825,0.001,0.0030229606634946454,0.07557948347834462,0.045797374199981006,6.687949164999992,1.2170877214586935,0.025140828337262756,0.04050400472751886,0.00353416421364436,838,0.03633641700000112,,,,,
SSNS,1024,1024,42,0.02065654586271825,0.001,0.007874493974669836,0.07716124906744978,0.04640341938120196,6.889023497999993,1.2464268561450385,0.02574687351848371,0.013233186220995303,0.01819003538359913,1511,0.06635349999999818,,,,,
