algo,trial,m,n,iter,opt,eta,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
ExtraGrad,1,10000,10000,22,9.69519770231933e-06,0.0001,1.3974149012222596e-18,0.0007629818555448629,0.04051572012766018,112.96517508700026,4177.94728623923,0.04050602492995786,0.054190657525268394,,0,,,,,
ExtraGrad,1,10000,10000,23,9.69519770231933e-06,0.0001,1.4862206325574864e-18,0.0011165400947360413,0.04034340110366601,117.5523280450002,4160.1736389877715,0.04033370590596369,0.004253139854140942,,0,,,,,
ExtraGrad,1,10000,10000,24,9.69519770231933e-06,0.0001,1.4757353303792934e-18,0.0007188937235131863,0.03725767228850453,122.06409508600018,3841.899694514902,0.037247977090802215,0.0764865809710098,,0,,,,,
ExtraGrad,1,10000,10000,25,9.69519770231933e-06,0.0001,1.4236880199580132e-18,0.0010324811335118652,0.036728544439711304,126.82844062699996,3787.323412004784,0.03671884924200899,0.014201849345174588,,0,,,,,
ExtraGrad,1,10000,10000,26,9.69519770231933e-06,0.0001,1.4534724012328256e-18,0.000762662760364121,0.035178435085875336,129.81033833599986,3627.43916813164,0.03516873988817302,0.042204486387431496,,0,,,,,
ExtraGrad,1,10000,10000,27,9.69519770231933e-06,0.0001,1.4906803732281923e-18,0.0009381482677421595,0.03478794502251096,132.59708637799986,3587.162520315478,0.03477824982480864,0.011100268173133265,,0,,,,,
ExtraGrad,1,10000,10000,28,9.69519770231933e-06,0.0001,1.4719328595362994e-18,0.0007445080178178673,0.03315841257142837,135.30890775299986,3419.086272556986,0.03314871737372605,0.04684187151693311,,0,,,,,
ExtraGrad,1,10000,10000,29,9.69519770231933e-06,0.0001,1.4458029809824135e-18,0.0008853231816119069,0.032432634219273955,141.42558979499972,3344.22670038129,0.03242293902157164,0.02188821164435945,,0,,,,,
ExtraGrad,1,10000,10000,30,9.69519770231933e-06,0.0001,1.492036549150657e-18,0.0007532876913161824,0.031362950315802884,144.32643054499977,3233.8953862281837,0.03135325511810057,0.03298171515267738,,0,,,,,
ExtraGrad,1,10000,10000,31,9.69519770231933e-06,0.0001,1.4534666102707354e-18,0.0007922578002628496,0.030582805059721056,147.09114454499968,3153.428202367126,0.030573109862018735,0.024874740680526353,,0,,,,,
ExtraGrad,1,10000,10000,32,9.69519770231933e-06,0.0001,1.3640630078828793e-18,0.000754933173918991,0.0299603326623738,149.85739758699992,3089.2240039113954,0.02995063746467148,0.020353672468294257,,0,,,,,
ExtraGrad,1,10000,10000,33,9.69519770231933e-06,0.0001,1.4753660796315904e-18,0.0007606716506641553,0.029129047184370715,156.14211562799983,3003.4820207639837,0.029119351986668394,0.027746203200442774,,0,,,,,
ExtraGrad,1,10000,10000,34,9.69519770231933e-06,0.0001,1.498784169847214e-18,0.0007335773428218875,0.028536726185552436,159.06522654499986,2942.3877535809042,0.028527030987850116,0.020334376029164804,,0,,,,,
ExtraGrad,1,10000,10000,35,9.69519770231933e-06,0.0001,1.4106831785475118e-18,0.0006822864715820134,0.02753032838306085,163.70196675299985,2838.5840114198927,0.02752063318535853,0.03526675750917444,,0,,,,,
ExtraGrad,1,10000,10000,36,9.69519770231933e-06,0.0001,1.396148133737158e-18,0.0007471475372228959,0.027320379012615557,166.57091171099955,2816.9290254266652,0.027310683814913236,0.007626112101680316,,0,,,,,
ExtraGrad,1,10000,10000,37,9.69519770231933e-06,0.0001,1.5038774546987401e-18,0.0006540583552323744,0.026224449597113668,171.25708187699956,2703.890648164929,0.026214754399411348,0.04011399018277999,,0,,,,,
ExtraGrad,1,10000,10000,38,9.69519770231933e-06,0.0001,1.510132053133094e-18,0.0007104498725320529,0.026065000691391067,174.31458979399986,2687.444474438688,0.026055305493688747,0.006080162145334405,,0,,,,,
ExtraGrad,1,10000,10000,39,9.69519770231933e-06,0.0001,1.3980033427594134e-18,0.0005973563402281195,0.025062774787446743,177.07479962699972,2584.071037948108,0.025053079589744422,0.03845102157527841,,0,,,,,
ExtraGrad,1,10000,10000,40,9.69519770231933e-06,0.0001,1.4381916202191235e-18,0.0007229446100198337,0.025045267711310156,180.45112187699942,2582.265290744789,0.025035572513607836,0.0006985290449705263,,0,,,,,
ExtraGrad,1,10000,10000,41,9.69519770231933e-06,0.0001,1.3975860105057827e-18,0.000565991436770245,0.023824196748342234,183.44067587699965,2456.3193327086974,0.023814501550639914,0.04875455822804003,,0,,,,,
ExtraGrad,1,10000,10000,42,9.69519770231933e-06,0.0001,1.500629525640881e-18,0.0006821512623382605,0.02385699165571203,186.14066079399936,2459.70192565592,0.02384729645800971,0.0013765377996250185,,0,,,,,
ExtraGrad,1,10000,10000,43,9.69519770231933e-06,0.0001,1.4173337826179768e-18,0.0005281471621886849,0.022949243115808978,188.82997104399965,2366.073248059599,0.022939547918106658,0.03804958114598293,,0,,,,,
ExtraGrad,1,10000,10000,44,9.69519770231933e-06,0.0001,1.437546079197985e-18,0.0006902790460145971,0.023111450329463937,194.90550570999994,2382.8039242804825,0.023101755131761617,0.00706808555020362,,0,,,,,
ExtraGrad,1,10000,10000,45,9.69519770231933e-06,0.0001,1.4426838602681174e-18,0.0004916147959228998,0.021855388631817844,199.6359268350002,2253.2488872186173,0.021845693434115524,0.054348025750888776,,0,,,,,
ExtraGrad,1,10000,10000,46,9.69519770231933e-06,0.0001,1.48109057419093e-18,0.000651567590975081,0.022066456275528504,202.63025783500007,2275.0192162197645,0.022056761077826184,0.009657464676852292,,0,,,,,
ExtraGrad,1,10000,10000,47,9.69519770231933e-06,0.0001,1.3908782888354008e-18,0.0004724145831010556,0.02112858303672234,205.43679150200023,2178.283361252949,0.02111888783902002,0.04250221363573712,,0,,,,,
ExtraGrad,1,10000,10000,48,9.69519770231933e-06,0.0001,1.4564885055041022e-18,0.0006513890789454069,0.02141557737577939,208.46824791900008,2207.885061792629,0.021405882178077068,0.01358322697543137,,0,,,,,
ExtraGrad,1,10000,10000,49,9.69519770231933e-06,0.0001,1.4106664161898001e-18,0.0004344961329423619,0.020191086845435205,213.11628883599997,2081.5863964181976,0.020181391647732885,0.05717756326892494,,0,,,,,
ExtraGrad,1,10000,10000,50,9.69519770231933e-06,0.0001,1.423924538642858e-18,0.0006184002415735449,0.020513062904637034,220.96475737799983,2114.796246189988,0.020503367706934714,0.015946445164967498,,0,,,,,
ExtraGrad,1,10000,10000,51,9.69519770231933e-06,0.0001,1.4258790905992703e-18,0.0004286139568333974,0.019611496041815602,226.8281940449997,2021.8051705561454,0.019601800844113282,0.04395086521270454,,0,,,,,
ExtraGrad,1,10000,10000,52,9.69519770231933e-06,0.0001,1.4664793166842764e-18,0.000608966285648879,0.019899711936942312,231.41834375400003,2051.5328670896324,0.019890016739239992,0.014696272763290304,,0,,,,,
ExtraGrad,1,10000,10000,53,9.69519770231933e-06,0.0001,1.4482151628882544e-18,0.0003932067952419742,0.01879601238798113,234.43611562900014,1937.6930483619392,0.01878631719027881,0.055463091750200005,,0,,,,,
ExtraGrad,1,10000,10000,54,9.69519770231933e-06,0.0001,1.4565995515488847e-18,0.0005825150809968986,0.019120977747756847,239.12882650400024,1971.2112260983226,0.019111282550054527,0.017289058608171117,,0,,,,,
ExtraGrad,1,10000,10000,55,9.69519770231933e-06,0.0001,1.4496461956961156e-18,0.0003936479620258205,0.01828819141863937,242.07192662900025,1885.3144393914095,0.018278496220937048,0.043553543134852275,,0,,,,,
ExtraGrad,1,10000,10000,56,9.69519770231933e-06,0.0001,1.4718622416010407e-18,0.0005650406974641441,0.018555332134151104,246.75423658699992,1912.8683607980693,0.018545636936448784,0.014607279057647289,,0,,,,,
ExtraGrad,1,10000,10000,57,9.69519770231933e-06,0.0001,1.4818881371821706e-18,0.0003645427966861923,0.01759338234213101,249.70710537900004,1813.6491574815682,0.01758368714442869,0.05184222977338283,,0,,,,,
ExtraGrad,1,10000,10000,58,9.69519770231933e-06,0.0001,1.4414095864533363e-18,0.0005441233477685545,0.017909615730754915,254.33918558700043,1846.266686111052,0.017899920533052595,0.01797456466722831,,0,,,,,
ExtraGrad,1,10000,10000,59,9.69519770231933e-06,0.0001,1.466581680545936e-18,0.0003669298582625321,0.01712174330559502,257.2335591280007,1765.0024922956522,0.0171120481078927,0.043991587368730524,,0,,,,,
ExtraGrad,1,10000,10000,60,9.69519770231933e-06,0.0001,1.4972130450540507e-18,0.0005205878216457664,0.017376186550172992,260.00322316900065,1791.2467476878971,0.017366491352470672,0.014860825795398176,,0,,,,,
ExtraGrad,1,10000,10000,61,9.69519770231933e-06,0.0001,1.5188744576516933e-18,0.00034667160650032484,0.016534960707465834,266.0165430440006,1704.479477072475,0.016525265509763513,0.048412569713046937,,0,,,,,
ExtraGrad,1,10000,10000,62,9.69519770231933e-06,0.0001,1.435880788102853e-18,0.0005037211228229671,0.016861525449447204,268.95877166900027,1738.1626212442795,0.016851830251744884,0.019749955730703383,,0,,,,,
ExtraGrad,1,10000,10000,63,9.69519770231933e-06,0.0001,1.4565534429928151e-18,0.0003475029619639912,0.016090303866220425,271.75764975300035,1658.6158593414993,0.016080608668518105,0.0457385416010544,,0,,,,,
ExtraGrad,1,10000,10000,64,9.69519770231933e-06,0.0001,1.4942030547216971e-18,0.00047663699956254185,0.016363989571112705,276.3968622120001,1686.8448561392445,0.016354294373410384,0.01700935589332455,,0,,,,,
ExtraGrad,1,10000,10000,65,9.69519770231933e-06,0.0001,1.4992466231003983e-18,0.00033597716337015426,0.015594434920261352,281.1692003789999,1607.4700280563418,0.015584739722559034,0.04702732469408589,,0,,,,,
ExtraGrad,1,10000,10000,66,9.69519770231933e-06,0.0001,1.5001952798269e-18,0.000461991224418405,0.015910862072492107,286.76872954600003,1640.1075422098754,0.015901166874789787,0.020291030348245028,,0,,,,,
ExtraGrad,1,10000,10000,67,9.69519770231933e-06,0.0001,1.469258885022927e-18,0.000333802089574688,0.015167068207392215,291.2099065460002,1563.3897807018293,0.015157373009689896,0.04674755281712981,,0,,,,,
ExtraGrad,1,10000,10000,68,9.69519770231933e-06,0.0001,1.5157885650012583e-18,0.00043367250247767667,0.015450177868663335,294.0240830040002,1592.5908006256823,0.015440482670961016,0.018666076884465775,,0,,,,,
ExtraGrad,1,10000,10000,69,9.69519770231933e-06,0.0001,1.4923232723933255e-18,0.00032947819324566884,0.014753334355265277,296.789762504,1520.7156790661336,0.014743639157562959,0.04510262078027097,,0,,,,,
ExtraGrad,1,10000,10000,70,9.69519770231933e-06,0.0001,1.486537773351148e-18,0.0004197567093266981,0.015023741971153129,299.48177608800006,1548.606561149246,0.01501404677345081,0.018328576400178063,,0,,,,,
ExtraGrad,1,10000,10000,71,9.69519770231933e-06,0.0001,1.4987024463205184e-18,0.00032431212310662233,0.014348643657983435,302.4094771719997,1478.9743232209578,0.014338948460281116,0.044935430498336607,,0,,,,,
ExtraGrad,1,10000,10000,72,9.69519770231933e-06,0.0001,1.5292232490655474e-18,0.0003922517663433066,0.014595197134764313,307.5778116309998,1504.4047976012685,0.014585501937061995,0.017183051071429943,,0,,,,,
ExtraGrad,1,10000,10000,73,9.69519770231933e-06,0.0001,1.5337024225571526e-18,0.00032472444693381204,0.013996551144382453,310.3890350470001,1442.6581464485387,0.013986855946680135,0.04101664299935658,,0,,,,,
ExtraGrad,1,10000,10000,74,9.69519770231933e-06,0.0001,1.513317065801963e-18,0.0003779882254297778,0.01418725795799628,315.1253142550004,1462.3283810811138,0.014177562760293961,0.01362527180064403,,0,,,,,
ExtraGrad,1,10000,10000,75,9.69519770231933e-06,0.0001,1.5118908889727266e-18,0.00031736072375948045,0.013615402545648823,318.0318528800003,1403.345013242142,0.013605707347946505,0.04030767707477573,,0,,,,,
ExtraGrad,1,10000,10000,76,9.69519770231933e-06,0.0001,1.5389506717322992e-18,0.0003527302905484013,0.013794995726303931,320.7639068800004,1421.868945003961,0.013785300528601612,0.013190442225485401,,0,,,,,
ExtraGrad,1,10000,10000,77,9.69519770231933e-06,0.0001,1.5535422283060282e-18,0.0003200460933101393,0.013310450183562453,323.52672683800074,1371.8910531012964,0.013300754985860135,0.035124733081109936,,0,,,,,
ExtraGrad,1,10000,10000,78,9.69519770231933e-06,0.0001,1.5192185992171717e-18,0.00033754148146942895,0.013407261816339059,326.2440952960005,1381.8765774556318,0.01339756661863674,0.007273355254066614,,0,,,,,
ExtraGrad,1,10000,10000,79,9.69519770231933e-06,0.0001,1.5120977159082591e-18,0.00031154343997024,0.01295773544920739,330.9339945880006,1335.5106980858761,0.012948040251505071,0.03352857379005189,,0,,,,,
ExtraGrad,1,10000,10000,80,9.69519770231933e-06,0.0001,1.5387084314390528e-18,0.00031544392899153934,0.013048417888653635,335.3305152130006,1344.864033853805,0.013038722690951316,0.006998324653386243,,0,,,,,
ExtraGrad,1,10000,10000,81,9.69519770231933e-06,0.0001,1.5697512123862972e-18,0.0003144492134191692,0.012691033391504201,338.1839978800008,1308.0020215336294,0.012681338193801883,0.027389105729070804,,0,,,,,
ExtraGrad,1,10000,10000,82,9.69519770231933e-06,0.0001,1.5622855034028456e-18,0.00029928112115796396,0.012679483919058198,340.95907067200096,1306.8107645009604,0.012669788721355879,0.0009100498036460435,,0,,,,,
ExtraGrad,1,10000,10000,83,9.69519770231933e-06,0.0001,1.528378104438324e-18,0.0003056858032636415,0.012373552800093685,343.65912083800094,1275.2558516092588,0.012363857602391367,0.024128041875953285,,0,,,,,
ExtraGrad,1,10000,10000,84,9.69519770231933e-06,0.0001,1.5917250649353524e-18,0.0002807395154719113,0.012355508613486006,349.93835921300115,1273.3947047650472,0.012345813415783688,0.0014582866294911181,,0,,,,,
ExtraGrad,1,10000,10000,85,9.69519770231933e-06,0.0001,1.5772531931363306e-18,0.0003073719230885992,0.012140733021511753,354.67004700400093,1251.2419237110958,0.012131037823809435,0.017382982659234762,,0,,,,,
ExtraGrad,1,10000,10000,86,9.69519770231933e-06,0.0001,1.5371429081798417e-18,0.00026399280891514375,0.012008098845501126,359.02409162900085,1237.5615243955772,0.011998403647798807,0.010924725531449993,,0,,,,,
ExtraGrad,1,10000,10000,87,9.69519770231933e-06,0.0001,1.5451176484491599e-18,0.00029889837169579494,0.011861971669580642,361.84404283800086,1222.4894051457009,0.011852276471878323,0.012169051720891786,,0,,,,,
ExtraGrad,1,10000,10000,88,9.69519770231933e-06,0.0001,1.5706247790729334e-18,0.0002490357914373821,0.011717399180862984,364.5487326290013,1207.577642316659,0.011707703983160666,0.012187896982455744,,0,,,,,
ExtraGrad,1,10000,10000,89,9.69519770231933e-06,0.0001,1.5843571471324691e-18,0.0002985496993237795,0.011656964293236382,367.2654683790015,1201.3441554417966,0.011647269095534063,0.005157704938934345,,0,,,,,
ExtraGrad,1,10000,10000,90,9.69519770231933e-06,0.0001,1.5850470427469881e-18,0.00023241619747763474,0.011396128710519501,371.72799537900164,1174.4405696949602,0.011386433512817182,0.022375944212870518,,0,,,,,
ExtraGrad,1,10000,10000,91,9.69519770231933e-06,0.0001,1.5794234667531435e-18,0.00029060082671476036,0.011409882638900118,375.17170379600157,1175.859202795895,0.0114001874411978,0.0012068947912040754,,0,,,,,
ExtraGrad,1,10000,10000,92,9.69519770231933e-06,0.0001,1.578604101388246e-18,0.00022078905099267904,0.011138885393522245,378.18741337900155,1147.907504058174,0.011129190195819927,0.02375109840779188,,0,,,,,
ExtraGrad,1,10000,10000,93,9.69519770231933e-06,0.0001,1.5744715694611308e-18,0.0002879260905633758,0.01121095164013632,380.98720167000147,1155.3406940587074,0.011201256442434,0.00646978975616209,,0,,,,,
ExtraGrad,1,10000,10000,94,9.69519770231933e-06,0.0001,1.5813771323812027e-18,0.00020516863871146773,0.01084533210865553,383.7393611280013,1117.6292886076021,0.010835636910953211,0.03261271150005099,,0,,,,,
ExtraGrad,1,10000,10000,95,9.69519770231933e-06,0.0001,1.5540624289315292e-18,0.0002804970542005222,0.010987156381301318,388.6475697120013,1132.2575898553282,0.010977461183599,0.013076987520981501,,0,,,,,
ExtraGrad,1,10000,10000,96,9.69519770231933e-06,0.0001,1.595642446309084e-18,0.00019647269647609292,0.010617662051161698,391.4398560870013,1094.1465227595816,0.01060796685345938,0.03362965969688486,,0,,,,,
ExtraGrad,1,10000,10000,97,9.69519770231933e-06,0.0001,1.5671412793858892e-18,0.0002755631462670053,0.010792400874449439,395.94633483700136,1112.169757422031,0.01078270567674712,0.01645737286097011,,0,,,,,
ExtraGrad,1,10000,10000,98,9.69519770231933e-06,0.0001,1.58895776356511e-18,0.00018275721651765753,0.010355035901585537,398.9410891700013,1067.0582510564336,0.010345340703883219,0.04052527124889744,,0,,,,,
ExtraGrad,1,10000,10000,99,9.69519770231933e-06,0.0001,1.5683223012329302e-18,0.000268498888148369,0.010590644164596387,404.22714775400163,1091.3597939692188,0.010580948966894068,0.022753012664569656,,0,,,,,
ExtraGrad,1,10000,10000,100,9.69519770231933e-06,0.0001,1.5953829848072699e-18,0.0001765248092864498,0.010148469268463202,407.3560925460015,1045.7521736081192,0.010138774070760883,0.04175146376944074,,0,,,,,
ExtraGrad,1,10000,10000,101,9.69519770231933e-06,0.0001,1.6028291792852177e-18,0.00026159028525154333,0.010400623213704285,410.0635197130018,1071.7603018570937,0.010390928016001966,0.024846500351009798,,0,,,,,
ExtraGrad,1,10000,10000,102,9.69519770231933e-06,0.0001,1.5816986495239935e-18,0.00016548206610619395,0.009912083723815178,414.9095400050019,1021.3704588761469,0.00990238852611286,0.04697213617405031,,0,,,,,
ExtraGrad,1,10000,10000,103,9.69519770231933e-06,0.0001,1.567572104527927e-18,0.00025467652073143395,0.010212026215618425,417.6846748800017,1052.3076817170481,0.010202331017916106,0.030260286349538448,,0,,,,,
ExtraGrad,1,10000,10000,104,9.69519770231933e-06,0.0001,1.58692418390147e-18,0.00016120645368657063,0.009721073699430066,420.37930996400155,1001.6689499178079,0.009711378501727748,0.04807591616220968,,0,,,,,
ExtraGrad,1,10000,10000,105,9.69519770231933e-06,0.0001,1.6123108146618087e-18,0.0002462042859421665,0.010025071632050802,425.4720019230017,1033.0244665307403,0.010015376434348484,0.031272053069462805,,0,,,,,
ExtraGrad,1,10000,10000,106,9.69519770231933e-06,0.0001,1.6141548700918085e-18,0.0001532651371802374,0.009510731726463276,428.3152992560017,979.9734693897037,0.009501036528760958,0.05130535964881767,,0,,,,,
ExtraGrad,1,10000,10000,107,9.69519770231933e-06,0.0001,1.6004945996749927e-18,0.00023923684969269455,0.009841578015363226,433.02486913100165,1014.0982287869055,0.009831882817660908,0.0347866282443213,,0,,,,,
ExtraGrad,1,10000,10000,108,9.69519770231933e-06,0.0001,1.5812047875489728e-18,0.0001504177143231573,0.009332756022673312,435.8353304650018,961.6163704161172,0.009323060824970994,0.05170126090507193,,0,,,,,
ExtraGrad,1,10000,10000,109,9.69519770231933e-06,0.0001,1.6169852512015952e-18,0.00022966591611253687,0.009657025807540479,438.55112196500204,995.0628038797271,0.00964733060983816,0.03474534039884621,,0,,,,,
ExtraGrad,1,10000,10000,110,9.69519770231933e-06,0.0001,1.6315016209866273e-18,0.0001455353418975087,0.00914511336091128,441.268034257002,942.2621841969808,0.009135418163208961,0.05300932780250862,,0,,,,,
ExtraGrad,1,10000,10000,111,9.69519770231933e-06,0.0001,1.6069810669477785e-18,0.0002224850906648012,0.009475747008644635,443.9780173820018,976.3650109659758,0.009466051810942316,0.03615413332617329,,0,,,,,
ExtraGrad,1,10000,10000,112,9.69519770231933e-06,0.0001,1.6268653220318199e-18,0.00014362307919731394,0.00897947168632971,450.76331517400195,925.1772644596613,0.00896977648862739,0.05237321362233271,,0,,,,,
ExtraGrad,1,10000,10000,113,9.69519770231933e-06,0.0001,1.6308349631111193e-18,0.00021227482382657798,0.009294347976737123,455.47123404900185,957.6548167567214,0.009284652779034805,0.035066237904261055,,0,,,,,
ExtraGrad,1,10000,10000,114,9.69519770231933e-06,0.0001,1.6383965488915267e-18,0.0001413115672203364,0.008813362629345461,458.5649811320018,908.0441371027523,0.008803667431643142,0.05175030551852836,,0,,,,,
ExtraGrad,1,10000,10000,115,9.69519770231933e-06,0.0001,1.6178366360858837e-18,0.00020478441043875857,0.009114743739164696,461.3371453820014,939.129744541901,0.009105048541462378,0.03419592753573306,,0,,,,,
ExtraGrad,1,10000,10000,116,9.69519770231933e-06,0.0001,1.6178714908681956e-18,0.00013992909865524216,0.008657718688619274,464.3394163820012,891.990422108477,0.008648023490916956,0.0501412945469496,,0,,,,,
ExtraGrad,1,10000,10000,117,9.69519770231933e-06,0.0001,1.5921084223997973e-18,0.0001943501996834129,0.008937309045994725,467.0323424660014,920.8284474855733,0.008927613848292406,0.03229376784244291,,0,,,,,
ExtraGrad,1,10000,10000,118,9.69519770231933e-06,0.0001,1.6301520872106848e-18,0.00013943147389252955,0.0085086243428696,472.005759091001,876.6122575441786,0.008498929145167282,0.047965746839339796,,0,,,,,
ExtraGrad,1,10000,10000,119,9.69519770231933e-06,0.0001,1.639265572720401e-18,0.00018652823509027829,0.008760875925054985,474.796823132001,902.6304564433141,0.008751180727352667,0.029646576464123383,,0,,,,,
ExtraGrad,1,10000,10000,120,9.69519770231933e-06,0.0001,1.630593020824993e-18,0.00013827959642676775,0.008363297751907887,477.5728916320013,861.6227137077547,0.008353602554205568,0.045381098482410356,,0,,,,,
ExtraGrad,1,10000,10000,121,9.69519770231933e-06,0.0001,1.6383778644364652e-18,0.00017622581498928189,0.008589732150712293,483.4306829650013,884.9780289634958,0.008580036953009974,0.027074774272236077,,0,,,,,
ExtraGrad,1,10000,10000,122,9.69519770231933e-06,0.0001,1.6503022675686689e-18,0.0001387885922870799,0.008230061220774966,489.7956949650006,847.8801851669444,0.008220366023072648,0.04187219387364727,,0,,,,,
ExtraGrad,1,10000,10000,123,9.69519770231933e-06,0.0001,1.610696094654997e-18,0.00016812564997199426,0.008418286656347473,497.7438760490004,867.2944809195188,0.008408591458645155,0.022870478180329164,,0,,,,,
ExtraGrad,1,10000,10000,124,9.69519770231933e-06,0.0001,1.6317325645719138e-18,0.00013765987352017003,0.008096964263715917,503.47360934100016,834.1520528332212,0.008087269066013598,0.03816957128553897,,0,,,,,
ExtraGrad,1,10000,10000,125,9.69519770231933e-06,0.0001,1.6361024655733625e-18,0.00015825067148169194,0.008255202091923644,506.57691484099996,850.4733113641197,0.008245506894221325,0.01954285866331674,,0,,,,,
ExtraGrad,1,10000,10000,126,9.69519770231933e-06,0.0001,1.6457447450344077e-18,0.00013847527422796533,0.007979689025312715,512.5449709659997,822.0558334466741,0.007969993827610397,0.0333744787278403,,0,,,,,
ExtraGrad,1,10000,10000,127,9.69519770231933e-06,0.0001,1.6341037207595343e-18,0.00014999490062211752,0.008091024505947361,518.2081155489996,833.5394033596436,0.008081329308245042,0.01395235832893656,,0,,,,,
ExtraGrad,1,10000,10000,128,9.69519770231933e-06,0.0001,1.634325729485756e-18,0.00013722908602018834,0.007858903369039352,521.3352348829994,809.5975360522364,0.007849208171337033,0.028688720042484996,,0,,,,,
