algo,trial,m,n,iter,opt,eta,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
ExtraGrad,1,10000,10000,676,9.69519770231933e-06,0.0001,1.5386766985157352e-18,3.287599713088345e-08,0.0014314536269975809,2754.4125002049987,146.64563559700716,0.0014217584292952616,0.001419422349251862,,0,,,,,
ExtraGrad,1,10000,10000,677,9.69519770231933e-06,0.0001,1.5057412179342197e-18,2.4232752948699304e-08,0.0014293677176480382,2759.1592002049983,146.43048687971555,0.001419672519945719,0.0014571965938692732,,0,,,,,
ExtraGrad,1,10000,10000,678,9.69519770231933e-06,0.0001,1.535329745642661e-18,3.0765790450510565e-08,0.001427329756422399,2762.2260105799987,146.22028371643694,0.0014176345587200798,0.0014257781258642666,,0,,,,,
ExtraGrad,1,10000,10000,679,9.69519770231933e-06,0.0001,1.5391521698723889e-18,2.493287229981135e-08,0.0014252671905489044,2766.839021288998,146.0075427350951,0.0014155719928465851,0.0014450521081158737,,0,,,,,
ExtraGrad,1,10000,10000,680,9.69519770231933e-06,0.0001,1.5354624285191444e-18,2.8722186592658984e-08,0.0014232295794322316,2771.648075080998,145.79737568340252,0.0014135343817299124,0.0014296344784924368,,0,,,,,
ExtraGrad,1,10000,10000,681,9.69519770231933e-06,0.0001,1.5471726563752111e-18,2.551670778381011e-08,0.0014211940753268608,2774.614706205997,145.58742595696387,0.0014114988776245416,0.001430200815656746,,0,,,,,
ExtraGrad,1,10000,10000,682,9.69519770231933e-06,0.0001,1.5254100247615826e-18,2.6645988054308396e-08,0.001419153821498411,2777.3392332059975,145.37698632580896,0.0014094586237960918,0.001435591284730472,,0,,,,,
ExtraGrad,1,10000,10000,683,9.69519770231933e-06,0.0001,1.5111470031974653e-18,2.600684888696837e-08,0.0014171404669259013,2781.9394586639974,145.16932118742525,0.001407445269223582,0.0014187007370236576,,0,,,,,
ExtraGrad,1,10000,10000,684,9.69519770231933e-06,0.0001,1.5284764474635064e-18,2.46649144798138e-08,0.0014151013548004546,2786.333886663997,144.9589993159116,0.0014054061570981354,0.001438892031549936,,0,,,,,
ExtraGrad,1,10000,10000,685,9.69519770231933e-06,0.0001,1.5345402396528108e-18,2.6380448272577822e-08,0.0014131127483886043,2791.0364558309975,144.75388679805394,0.001403417550686285,0.001405274897875211,,0,,,,,
ExtraGrad,1,10000,10000,686,9.69519770231933e-06,0.0001,1.5441752371671736e-18,2.266831171093788e-08,0.0014110731373399182,2793.881939830998,144.54351346567742,0.001401377939637599,0.001443346294208983,,0,,,,,
ExtraGrad,1,10000,10000,687,9.69519770231933e-06,0.0001,1.507180890744354e-18,2.6647339930017704e-08,0.0014091044055213639,2796.6543310809975,144.3404508898536,0.0013994092078190446,0.001395201826508903,,0,,,,,
ExtraGrad,1,10000,10000,688,9.69519770231933e-06,0.0001,1.5458152652580303e-18,2.0796387760797966e-08,0.001407068122972758,2799.391684164997,144.13042087178405,0.0013973729252704389,0.001445089902939002,,0,,,,,
ExtraGrad,1,10000,10000,689,9.69519770231933e-06,0.0001,1.5347482423213594e-18,2.6805151960021762e-08,0.0014051212787718388,2802.367882747997,143.92961586907086,0.0013954260810695195,0.0013836175869055612,,0,,,,,
ExtraGrad,1,10000,10000,690,9.69519770231933e-06,0.0001,1.5328104704878726e-18,1.8926549964701054e-08,0.001403086614713296,2807.4891797899973,143.71975278829467,0.0013933914170109766,0.0014480344787898424,,0,,,,,
ExtraGrad,1,10000,10000,691,9.69519770231933e-06,0.0001,1.5738003716582318e-18,2.6852075932258188e-08,0.0014011574592510136,2810.275914664997,143.52077227015417,0.0013914622615486944,0.0013749368300234814,,0,,,,,
ExtraGrad,1,10000,10000,692,9.69519770231933e-06,0.0001,1.5436799401903714e-18,1.7214045881949636e-08,0.0013991289238311942,2812.988073706997,143.31154132076009,0.001389433726128875,0.001447756928692212,,0,,,,,
ExtraGrad,1,10000,10000,693,9.69519770231933e-06,0.0001,1.529508418865078e-18,2.6801733937061086e-08,0.0013972183248860974,2815.7429241229975,143.11447479321112,0.0013875231271837781,0.0013655631818868098,,0,,,,,
ExtraGrad,1,10000,10000,694,9.69519770231933e-06,0.0001,1.536559609752892e-18,1.5524242411292264e-08,0.0013951935327357124,2818.7597916649975,142.90562993903134,0.0013854983350333932,0.0014491594579895426,,0,,,,,
ExtraGrad,1,10000,10000,695,9.69519770231933e-06,0.0001,1.5329159479378096e-18,2.664184198042728e-08,0.0013932983752607607,2821.4520729569977,142.71015610413488,0.0013836031775584414,0.0013583473765361228,,0,,,,,
ExtraGrad,1,10000,10000,696,9.69519770231933e-06,0.0001,1.5430429824118388e-18,1.403076401114112e-08,0.0013912825586608953,2824.2038298729976,142.50223702277535,0.001381587360958576,0.001446794624653252,,0,,,,,
ExtraGrad,1,10000,10000,697,9.69519770231933e-06,0.0001,1.5523454671499993e-18,2.639896908048549e-08,0.0013894026200117005,2828.9243755399975,142.3083329161324,0.0013797074223093812,0.0013512270656251522,,0,,,,,
ExtraGrad,1,10000,10000,698,9.69519770231933e-06,0.0001,1.5190730806715003e-18,1.2587631344494192e-08,0.001387393256314722,2831.7629451229977,142.10107941200863,0.0013776980586124028,0.0014462069295374659,,0,,,,,
ExtraGrad,1,10000,10000,699,9.69519770231933e-06,0.0001,1.538604157398708e-18,2.6051374248105046e-08,0.0013855259869428416,2834.4957915389978,141.9084820633817,0.0013758307892405223,0.001345883269492354,,0,,,,,
ExtraGrad,1,10000,10000,700,9.69519770231933e-06,0.0001,1.540553635244499e-18,1.1389424862480188e-08,0.0013835274370082367,2839.1570717469976,141.7023439323226,0.0013738322393059175,0.0014424485382728979,,0,,,,,
ExtraGrad,1,10000,10000,701,9.69519770231933e-06,0.0001,1.5212780730569106e-18,2.5636441631668018e-08,0.0013816729597267209,2842.3400210379978,141.51106600912232,0.0013719777620244016,0.0013403979074864104,,0,,,,,
ExtraGrad,1,10000,10000,702,9.69519770231933e-06,0.0001,1.5400219611310236e-18,1.027975357838928e-08,0.0013796838249828598,2848.9236044129975,141.30589899706797,0.0013699886272805406,0.0014396567073690478,,0,,,,,
ExtraGrad,1,10000,10000,703,9.69519770231933e-06,0.0001,1.5330277716997704e-18,2.5123785199792452e-08,0.0013778391086152128,2853.425013496998,141.11562785208596,0.0013681439109128936,0.0013370573273698812,,0,,,,,
ExtraGrad,1,10000,10000,704,9.69519770231933e-06,0.0001,1.5357531178195713e-18,9.468885001416242e-09,0.0013758621812572423,2857.249042121998,140.91171995678874,0.001366166983554923,0.0014348027615193504,,0,,,,,
ExtraGrad,1,10000,10000,705,9.69519770231933e-06,0.0001,1.537927328555831e-18,2.4560093076724042e-08,0.0013740282627494143,2860.2820892889977,140.72256254462073,0.001364333065047095,0.001332923117453725,,0,,,,,
ExtraGrad,1,10000,10000,706,9.69519770231933e-06,0.0001,1.5590083868653429e-18,8.786603611815824e-09,0.0013720635140369226,2864.9956688719976,140.51991080168395,0.0013623683163346033,0.001429918703826529,,0,,,,,
ExtraGrad,1,10000,10000,707,9.69519770231933e-06,0.0001,1.5345529377239805e-18,2.390693668499536e-08,0.0013702366171301722,2867.808293537998,140.33147762447155,0.001360541419427853,0.0013314958732305625,,0,,,,,
ExtraGrad,1,10000,10000,708,9.69519770231933e-06,0.0001,1.5253269656755962e-18,8.431737233361018e-09,0.0013682849777582103,2870.5576779959983,140.13017802936426,0.001358589780055891,0.0014243082892131413,,0,,,,,
ExtraGrad,1,10000,10000,709,9.69519770231933e-06,0.0001,1.5567370672831112e-18,2.321924567540622e-08,0.001366467401737557,2873.312010495998,139.94270624421247,0.0013567722040352377,0.0013283607217783446,,0,,,,,
ExtraGrad,1,10000,10000,710,9.69519770231933e-06,0.0001,1.5430085867096061e-18,8.21155080951074e-09,0.001364529396762267,2876.340573620998,139.74281295324573,0.0013548341990599479,0.0014182592082515558,,0,,,,,
ExtraGrad,1,10000,10000,711,9.69519770231933e-06,0.0001,1.5334010107573011e-18,2.2450957806946736e-08,0.0013627173428457885,2879.095478203997,139.55591073916864,0.0013530221451434692,0.0013279698632936913,,0,,,,,
ExtraGrad,1,10000,10000,712,9.69519770231933e-06,0.0001,1.5426646731938527e-18,8.275670231309196e-09,0.0013607936420232793,2881.795974411997,139.3574928335648,0.00135109844432096,0.0014116653263485377,,0,,,,,
ExtraGrad,1,10000,10000,713,9.69519770231933e-06,0.0001,1.5242778191338609e-18,2.166452663405882e-08,0.0013589892096032097,2884.818158619997,139.17137672995634,0.0013492940119008904,0.0013260147345975888,,0,,,,,
ExtraGrad,1,10000,10000,714,9.69519770231933e-06,0.0001,1.550659317251243e-18,8.42410106998179e-09,0.0013570800178672577,2889.393976119997,138.97445534737378,0.0013473848201649384,0.0014048615856997466,,0,,,,,
ExtraGrad,1,10000,10000,715,9.69519770231933e-06,0.0001,1.5357687119587871e-18,2.0806491671861814e-08,0.0013552801970727812,2895.1005668279977,138.7888149045754,0.001345584999370462,0.0013262451519292185,,0,,,,,
ExtraGrad,1,10000,10000,716,9.69519770231933e-06,0.0001,1.5390527082021975e-18,8.756735080545238e-09,0.0013533871714697533,2901.016474785998,138.593560959153,0.001343691973767434,0.0013967780294559084,,0,,,,,
ExtraGrad,1,10000,10000,717,9.69519770231933e-06,0.0001,1.5515609758961009e-18,1.9946393554034263e-08,0.0013515925566538489,2906.7927471199982,138.40845748101813,0.0013418973589515296,0.001326017309559311,,0,,,,,
ExtraGrad,1,10000,10000,718,9.69519770231933e-06,0.0001,1.5360250853917841e-18,9.106883130486462e-09,0.0013497156454314685,2912.804531077999,138.21486563482696,0.0013400204477291493,0.0013886664388172243,,0,,,,,
ExtraGrad,1,10000,10000,719,9.69519770231933e-06,0.0001,1.5517509187705028e-18,1.902345430797548e-08,0.001347924094727623,2918.325776452999,138.03007820100115,0.0013382288970253038,0.0013273541800523326,,0,,,,,
ExtraGrad,1,10000,10000,720,9.69519770231933e-06,0.0001,1.5296149577246457e-18,9.546162135472137e-09,0.0013460634894393924,2923.853522577999,137.83816821160656,0.0013363682917370732,0.0013803487121480306,,0,,,,,
ExtraGrad,1,10000,10000,721,9.69519770231933e-06,0.0001,1.5514268395495819e-18,1.8114107991440987e-08,0.0013442763871018694,2931.283166619999,137.6538395994014,0.0013345811893995501,0.0013276508511997093,,0,,,,,
ExtraGrad,1,10000,10000,722,9.69519770231933e-06,0.0001,1.5675381565314485e-18,9.95773587479766e-09,0.0013424324792530886,2937.0593194529993,137.46365184816662,0.0013327372815507693,0.0013716731666737832,,0,,,,,
ExtraGrad,1,10000,10000,723,9.69519770231933e-06,0.0001,1.551695824753401e-18,1.7150200037600768e-08,0.0013406479659423707,2941.6235731199995,137.27959027814924,0.0013309527682400515,0.001329313271465774,,0,,,,,
ExtraGrad,1,10000,10000,724,9.69519770231933e-06,0.0001,1.5316426902283294e-18,1.0394368687504554e-08,0.0013388196587913483,2946.6484014119997,137.09101164291573,0.001329124461089029,0.0013637488717907265,,0,,,,,
ExtraGrad,1,10000,10000,725,9.69519770231933e-06,0.0001,1.527977413535867e-18,1.621509122715997e-08,0.0013370396243367012,2952.2521938699992,136.90741203934897,0.001327344426634382,0.001329555062146352,,0,,,,,
ExtraGrad,1,10000,10000,726,9.69519770231933e-06,0.0001,1.5465897472184224e-18,1.0781693455721677e-08,0.0013352283909379018,2957.005446494999,136.72059445662282,0.0013255331932355825,0.0013546594774242113,,0,,,,,
ExtraGrad,1,10000,10000,727,9.69519770231933e-06,0.0001,1.5360203197445595e-18,1.523306104641556e-08,0.0013334506353639528,2961.718108953999,136.53722990558086,0.0013237554376616335,0.0013314243361019784,,0,,,,,
ExtraGrad,1,10000,10000,728,9.69519770231933e-06,0.0001,1.5310862870381322e-18,1.1155872641719633e-08,0.0013316540206335789,2966.4625433289984,136.35192014857154,0.0013219588229312596,0.001347342513270864,,0,,,,,
ExtraGrad,1,10000,10000,729,9.69519770231933e-06,0.0001,1.5759458435056938e-18,1.429466291221815e-08,0.001329881190019387,2969.547506953998,136.1690635768311,0.0013201859923170677,0.0013312997120291461,,0,,,,,
ExtraGrad,1,10000,10000,730,9.69519770231933e-06,0.0001,1.5428220510461613e-18,1.1473728338488904e-08,0.0013281016673833861,2974.955901494998,135.9855167642091,0.0013184064696810669,0.0013381064785004376,,0,,,,,
ExtraGrad,1,10000,10000,731,9.69519770231933e-06,0.0001,1.5549167405899525e-18,1.3316296436478761e-08,0.0013263311494119763,2980.4770812029983,135.8028987273447,0.001316635951709657,0.0013331193047126124,,0,,,,,
ExtraGrad,1,10000,10000,732,9.69519770231933e-06,0.0001,1.553719803079188e-18,1.1756502345936219e-08,0.0013245656198816347,2986.152101618998,135.62079521748856,0.0013148704221793155,0.0013311378015394828,,0,,,,,
ExtraGrad,1,10000,10000,733,9.69519770231933e-06,0.0001,1.5623779808991043e-18,1.2396237071195564e-08,0.0013228001764627611,2990.760252451998,135.4387005895006,0.0013131049787604419,0.0013328470801102,,0,,,,,
ExtraGrad,1,10000,10000,734,9.69519770231933e-06,0.0001,1.5458575855983234e-18,1.1983701761853315e-08,0.0013210509818748803,2995.482235993998,135.25828192846984,0.001311355784172561,0.001322342269834206,,0,,,,,
ExtraGrad,1,10000,10000,735,9.69519770231933e-06,0.0001,1.5273132501000714e-18,1.1442575229380344e-08,0.0013192884822899099,2998.4568622439974,135.0764909388391,0.0013095932845875906,0.0013341646985258557,,0,,,,,
ExtraGrad,1,10000,10000,736,9.69519770231933e-06,0.0001,1.5618217845996976e-18,1.2163590766847978e-08,0.001317552463474057,3004.489684576997,134.89743127763822,0.0013078572657717377,0.0013158750638372376,,0,,,,,
ExtraGrad,1,10000,10000,737,9.69519770231933e-06,0.0001,1.55702053615944e-18,1.056216027432038e-08,0.0013157958105362699,3008.865113451998,134.71624333369698,0.0013061006128339506,0.0013332698214955396,,0,,,,,
ExtraGrad,1,10000,10000,738,9.69519770231933e-06,0.0001,1.5537302618427092e-18,1.229268731065824e-08,0.001314074669932914,3014.7545072429975,134.53871826858725,0.0013043794722305947,0.001308060558920923,,0,,,,,
ExtraGrad,1,10000,10000,739,9.69519770231933e-06,0.0001,1.524663463962887e-18,9.654263273341421e-09,0.001312321747516979,3019.3828428259976,134.3579151050256,0.0013026265498146598,0.0013339595199901417,,0,,,,,
ExtraGrad,1,10000,10000,740,9.69519770231933e-06,0.0001,1.5371706083631455e-18,1.2368139189666706e-08,0.0013106128893128138,3024.854857741998,134.18165689383343,0.0013009176916104945,0.0013021640519168336,,0,,,,,
ExtraGrad,1,10000,10000,741,9.69519770231933e-06,0.0001,1.5307254350860298e-18,8.835558759716692e-09,0.0013088671444023603,3028.0418741999974,134.00159404580756,0.001299171946700041,0.001332006517476566,,0,,,,,
ExtraGrad,1,10000,10000,742,9.69519770231933e-06,0.0001,1.5238680146026343e-18,1.2399696078990245e-08,0.001307171389522549,3030.8419734499976,133.82668736191337,0.0012974761918202297,0.001295589767887131,,0,,,,,
ExtraGrad,1,10000,10000,743,9.69519770231933e-06,0.0001,1.560120259373596e-18,7.996018159435137e-09,0.0013054300462538382,3033.6087764079975,133.6470785161552,0.001295734848551519,0.0013321461000969292,,0,,,,,
ExtraGrad,1,10000,10000,744,9.69519770231933e-06,0.0001,1.5608973746439453e-18,1.2374971480510137e-08,0.0013037458164976182,3036.3916799499975,133.4733605778591,0.001294050618795299,0.001290172354354156,,0,,,,,
ExtraGrad,1,10000,10000,745,9.69519770231933e-06,0.0001,1.5498448758670464e-18,7.263810745567614e-09,0.001302013097601959,3041.217685491997,133.2946412831257,0.0012923178998996397,0.0013290312219862673,,0,,,,,
ExtraGrad,1,10000,10000,746,9.69519770231933e-06,0.0001,1.5788979678559902e-18,1.2314358143920105e-08,0.0013003400809370937,3044.049144366997,133.12207990622207,0.0012906448832347745,0.0012849461099481898,,0,,,,,
ExtraGrad,1,10000,10000,747,9.69519770231933e-06,0.0001,1.5468220694565466e-18,6.519427414260502e-09,0.0012986129964115364,3046.778389574997,132.94394176210312,0.0012889177987092171,0.0013281791055096092,,0,,,,,
ExtraGrad,1,10000,10000,748,9.69519770231933e-06,0.0001,1.5378433941966686e-18,1.2197203804236654e-08,0.0012969502087744873,3051.7230655749972,132.77243544649173,0.001287255011072168,0.0012804335407421883,,0,,,,,
ExtraGrad,1,10000,10000,749,9.69519770231933e-06,0.0001,1.5406135408096773e-18,5.9042290159745936e-09,0.0012952323649535183,3055.015253407997,132.595250424204,0.001285537167251199,0.0013245256520620832,,0,,,,,
ExtraGrad,1,10000,10000,750,9.69519770231933e-06,0.0001,1.5286739115695193e-18,1.2052719398374119e-08,0.0012935797362063426,3057.7400489489974,132.4247919355875,0.0012838845385040234,0.001275932251148567,,0,,,,,
ExtraGrad,1,10000,10000,751,9.69519770231933e-06,0.0001,1.5683116927260093e-18,5.289752315029969e-09,0.001291869059086492,3060.4987357819973,132.248346114432,0.0012821738613841727,0.0013224365471799582,,0,,,,,
ExtraGrad,1,10000,10000,752,9.69519770231933e-06,0.0001,1.5476254502280342e-18,1.1852970792185503e-08,0.0012902250790265235,3063.229212614997,132.07877968469586,0.0012805298813242042,0.0012725593576263532,,0,,,,,
ExtraGrad,1,10000,10000,753,9.69519770231933e-06,0.0001,1.5739220680545269e-18,4.830204325899773e-09,0.00128852382496304,3068.207526989997,131.90330579383578,0.0012788286272607207,0.001318571535415493,,0,,,,,
ExtraGrad,1,10000,10000,754,9.69519770231933e-06,0.0001,1.5416104301641777e-18,1.1634676976982054e-08,0.0012868893828980243,3071.0604669899967,131.7347231496031,0.001277194185195705,0.001268460880079168,,0,,,,,
ExtraGrad,1,10000,10000,755,9.69519770231933e-06,0.0001,1.547842020906753e-18,4.3892408920613346e-09,0.0012851967532289418,3074.1164084899965,131.5601388119699,0.0012755015555266226,0.001315287616462212,,0,,,,,
ExtraGrad,1,10000,10000,756,9.69519770231933e-06,0.0001,1.5543490875071317e-18,1.1363363347515748e-08,0.0012835694482509782,3076.8342787819965,131.39229231436065,0.001273874250548659,0.0012661913235270297,,0,,,,,
ExtraGrad,1,10000,10000,757,9.69519770231933e-06,0.0001,1.5680483005040394e-18,4.125402835215013e-09,0.001281886671151692,3079.577947281997,131.2187242086908,0.0012721914734493728,0.0013110136748574056,,0,,,,,
ExtraGrad,1,10000,10000,758,9.69519770231933e-06,0.0001,1.5503154716959202e-18,1.1082314611491884e-08,0.0012802680616459375,3086.7288283659973,131.05177459554702,0.0012705728639436182,0.0012626775378671744,,0,,,,,
ExtraGrad,1,10000,10000,759,9.69519770231933e-06,0.0001,1.5366715602536768e-18,3.894745785862226e-09,0.0012785948699552442,3091.0885034489975,130.87919516580595,0.001268899672252925,0.0013069073116939076,,0,,,,,
ExtraGrad,1,10000,10000,760,9.69519770231933e-06,0.0001,1.5381667966859729e-18,1.0751052900261067e-08,0.0012769823621903405,3095.6142297399983,130.7128749096942,0.0012672871644880213,0.001261156135375505,,0,,,,,
ExtraGrad,1,10000,10000,761,9.69519770231933e-06,0.0001,1.5491050965932314e-18,3.8384811150049385e-09,0.001275319478201194,3098.636894864999,130.54135865595666,0.0012656242804988747,0.001302198086976169,,0,,,,,
ExtraGrad,1,10000,10000,762,9.69519770231933e-06,0.0001,1.5618807012926047e-18,1.0418765061189566e-08,0.001273714812152945,3101.438745655999,130.37584722467713,0.0012640196144506257,0.001258246326255702,,0,,,,,
ExtraGrad,1,10000,10000,763,9.69519770231933e-06,0.0001,1.5540327570324923e-18,3.809874920796374e-09,0.0012720614471927979,3106.249957238999,130.20531280022166,0.0012623662494904786,0.001298065268906159,,0,,,,,
ExtraGrad,1,10000,10000,764,9.69519770231933e-06,0.0001,1.5655346839788415e-18,1.0039333581237185e-08,0.0012704629087342842,3109.0384774059994,130.04043339212757,0.001260767711031965,0.001256651918852941,,0,,,,,
ExtraGrad,1,10000,10000,765,9.69519770231933e-06,0.0001,1.5507095962384019e-18,3.915482832699858e-09,0.0012688204765269756,3114.0857468229997,129.87102661387118,0.0012591252788246563,0.0012927824937013833,,0,,,,,
ExtraGrad,1,10000,10000,766,9.69519770231933e-06,0.0001,1.5557819492108694e-18,9.667407408803394e-09,0.001267228700578412,3118.692485615,129.70684471707676,0.0012575335028760927,0.0012545320461100024,,0,,,,,
ExtraGrad,1,10000,10000,767,9.69519770231933e-06,0.0001,1.55155649714907e-18,4.025467408149867e-09,0.001265596670865723,3121.606587823,129.53851089214623,0.0012559014731634037,0.001287873066593342,,0,,,,,
ExtraGrad,1,10000,10000,768,9.69519770231933e-06,0.0001,1.559374140426987e-18,9.251442661909655e-09,0.0012640101506586855,3124.3437417390005,129.37487109275793,0.0012543149529563662,0.0012535748896622591,,0,,,,,
ExtraGrad,1,10000,10000,769,9.69519770231933e-06,0.0001,1.5589241834742975e-18,4.215479183248437e-09,0.00126238932660515,3127.132111989001,129.20769306263404,0.0012526941289028308,0.00128228721319269,,0,,,,,
ExtraGrad,1,10000,10000,770,9.69519770231933e-06,0.0001,1.5426046787835324e-18,8.85129960059018e-09,0.0012608088399729195,3130.1840218220013,129.0446755893697,0.0012511136422706003,0.0012519803510069526,,0,,,,,
ExtraGrad,1,10000,10000,771,9.69519770231933e-06,0.0001,1.5316762358404455e-18,4.38920655503672e-09,0.0012591991691632601,3132.9769544050014,128.87864794773898,0.0012495039714609409,0.0012766969572437204,,0,,,,,
ExtraGrad,1,10000,10000,772,9.69519770231933e-06,0.0001,1.5423409634522065e-18,8.410087790223726e-09,0.0012576231636090532,3135.7753995720013,128.71609267010604,0.001247927965906734,0.0012515935467573307,,0,,,,,
ExtraGrad,1,10000,10000,773,9.69519770231933e-06,0.0001,1.547239933183965e-18,4.599705136624338e-09,0.0012560242832502539,3140.400364739002,128.55117799710078,0.0012463290855479346,0.0012713509142205596,,0,,,,,
ExtraGrad,1,10000,10000,774,9.69519770231933e-06,0.0001,1.5756074995572643e-18,7.99279768185983e-09,0.0012544542941540055,3143.381161489002,128.38924328009415,0.0012447590964516863,0.0012499671520566837,,0,,,,,
ExtraGrad,1,10000,10000,775,9.69519770231933e-06,0.0001,1.540652273756415e-18,4.7838133744438464e-09,0.0012528668347270644,3146.1605470720015,128.2255066059507,0.0012431716370247452,0.0012654581632339705,,0,,,,,
ExtraGrad,1,10000,10000,776,9.69519770231933e-06,0.0001,1.5430712843358924e-18,7.537150102102079e-09,0.0012513010721545838,3150.7017354890013,128.06400782886993,0.0012416058744522645,0.001249743810819103,,0,,,,,
ExtraGrad,1,10000,10000,777,9.69519770231933e-06,0.0001,1.5537344779815998e-18,4.976536988863001e-09,0.0012497237829495746,3153.6546910310017,127.9013201505535,0.0012400285852472554,0.0012605193427135993,,0,,,,,
ExtraGrad,1,10000,10000,778,9.69519770231933e-06,0.0001,1.5625219067926651e-18,7.113346739632838e-09,0.0012481641941883995,3156.4148551980024,127.74045816412882,0.0012384689964860802,0.001247946772281354,,0,,,,,
ExtraGrad,1,10000,10000,779,9.69519770231933e-06,0.0001,1.5432287614367084e-18,5.140517585725584e-09,0.0012465984284992305,3161.2383666150026,127.57895906558085,0.0012369032307969112,0.0012544548998115717,,0,,,,,
ExtraGrad,1,10000,10000,780,9.69519770231933e-06,0.0001,1.524290242270849e-18,6.6535628191797384e-09,0.0012450429913581375,3166.159991573003,127.41852529322766,0.0012353477936558183,0.0012477451483438194,,0,,,,,
ExtraGrad,1,10000,10000,781,9.69519770231933e-06,0.0001,1.5617828121124796e-18,5.29581195659167e-09,0.0012434868835355512,3168.954926448003,127.25802234420435,0.001233791685833232,0.0012498426426937285,,0,,,,,
ExtraGrad,1,10000,10000,782,9.69519770231933e-06,0.0001,1.5852568284728504e-18,6.233458552901924e-09,0.0012419377064880653,3171.7012613230036,127.09823426199586,0.001232242508785746,0.0012458330425497682,,0,,,,,
ExtraGrad,1,10000,10000,783,9.69519770231933e-06,0.0001,1.5385047597486665e-18,5.424117865802916e-09,0.001240392938585639,3178.6094945310033,126.93890095597602,0.0012306977408833198,0.0012438368642454889,,0,,,,,
ExtraGrad,1,10000,10000,784,9.69519770231933e-06,0.0001,1.5567093038594882e-18,5.779398327894266e-09,0.0012388480247032697,3183.6507207400036,126.77955259302313,0.0012291528270009504,0.0012455036096310891,,0,,,,,
ExtraGrad,1,10000,10000,785,9.69519770231933e-06,0.0001,1.5500810402928306e-18,5.533184307716575e-09,0.0012373125732477678,3189.196328615004,126.62118022119056,0.0012276173755454485,0.0012394187381213708,,0,,,,,
ExtraGrad,1,10000,10000,786,9.69519770231933e-06,0.0001,1.5631314625203752e-18,5.372929200274309e-09,0.0012357741961311777,3193.9140939060044,126.46250608541486,0.0012260789984288585,0.0012433213319347728,,0,,,,,
ExtraGrad,1,10000,10000,787,9.69519770231933e-06,0.0001,1.571345489871968e-18,5.618978114126722e-09,0.0012342493460272335,3198.246213156004,126.30522717777801,0.0012245541483249143,0.001233922919509102,,0,,,,,
ExtraGrad,1,10000,10000,788,9.69519770231933e-06,0.0001,1.520310525325081e-18,4.934245405148182e-09,0.0012327154042145268,3202.9400165310035,126.14701051631273,0.0012230202065122075,0.0012428135511225375,,0,,,,,
ExtraGrad,1,10000,10000,789,9.69519770231933e-06,0.0001,1.5744811661661936e-18,5.67912274027568e-09,0.0012311995962776597,3208.2728288230037,125.9906642525842,0.0012215043985753405,0.0012296495457788964,,0,,,,,
ExtraGrad,1,10000,10000,790,9.69519770231933e-06,0.0001,1.5645141975937632e-18,4.551409070890105e-09,0.0012296727516318052,3212.8675367810038,125.83317962021933,0.001219977553929486,0.0012401276368760156,,0,,,,,
ExtraGrad,1,10000,10000,791,9.69519770231933e-06,0.0001,1.5540055585162814e-18,5.7206061530729245e-09,0.001228166591007734,3217.5941261560038,125.67782841745728,0.0012184713933054148,0.0012248467098847917,,0,,,,,
ExtraGrad,1,10000,10000,792,9.69519770231933e-06,0.0001,1.5635759716003604e-18,4.1380363221118004e-09,0.0012266443928749956,3220.503277323004,125.52082304433587,0.0012169491951726764,0.0012394068881888547,,0,,,,,
ExtraGrad,1,10000,10000,793,9.69519770231933e-06,0.0001,1.5488969258257008e-18,5.732642577529223e-09,0.0012251469639275928,3223.2927810730043,125.36637246030656,0.0012154517662252735,0.0012207522865637995,,0,,,,,
ExtraGrad,1,10000,10000,794,9.69519770231933e-06,0.0001,1.5709570480240197e-18,3.789524826574183e-09,0.0012236323933969434,3226.0729193230045,125.2101538274171,0.0012139371956946241,0.0012362357947604684,,0,,,,,
ExtraGrad,1,10000,10000,795,9.69519770231933e-06,0.0001,1.5731311274828139e-18,5.731009113085638e-09,0.0012221437449922953,3231.972648281004,125.05660890235673,0.001212448547289976,0.0012165813954266673,,0,,,,,
ExtraGrad,1,10000,10000,796,9.69519770231933e-06,0.0001,1.56340471093122e-18,3.4125847433457254e-09,0.0012206343248532879,3235.0361213640035,124.90092150068092,0.0012109391271509686,0.0012350594152219657,,0,,,,,
ExtraGrad,1,10000,10000,797,9.69519770231933e-06,0.0001,1.541929289510561e-18,5.697828233931204e-09,0.0012191538083058309,3238.085480364004,124.74821532666418,0.0012094586106035116,0.0012129075164545975,,0,,,,,
ExtraGrad,1,10000,10000,798,9.69519770231933e-06,0.0001,1.5460438059815713e-18,3.1108111178607426e-09,0.0012176522070953516,3240.8036142810033,124.5933343993655,0.0012079570093930323,0.0012316749537664648,,0,,,,,
ExtraGrad,1,10000,10000,799,9.69519770231933e-06,0.0001,1.5581679983347053e-18,5.6560919581919094e-09,0.0012161799670000622,3245.378647739003,124.44148189047472,0.001206484769297743,0.0012090809565411813,,0,,,,,
ExtraGrad,1,10000,10000,800,9.69519770231933e-06,0.0001,1.5673224983426713e-18,2.784058757141746e-09,0.0012146843064520438,3248.391372989003,124.28721370596305,0.0012049891087497246,0.0012298019936208546,,0,,,,,
