algo,data_name,iter,opt,eta,cost,time,rel_err,abs_err,kkt_err
HOT,FashionMNIST,0,0.006486846797556939,,0.12389222288467204,0.0,18.098990118177607,0.1174053760871151,1.0
HOT,FashionMNIST,1,0.006486846797556939,,0.014581002790365089,0.4606741249999988,1.2477797372764456,0.00809415599280815,0.01541852632727056
HOT,FashionMNIST,2,0.006486846797556939,,0.00775391974576537,0.934402249999998,0.19532956269071025,0.0012670729482084312,0.001293715762305594
HOT,FashionMNIST,3,0.006486846797556939,,0.006444757506551548,1.3740004999999975,0.006488405279009013,4.2089291005391154e-05,0.000283026286277053
HOT,FashionMNIST,4,0.006486846797556939,,0.006141877600458742,1.758895749999997,0.05317979719023398,0.0003449691970981968,0.00010484372708555001
HOT,FashionMNIST,5,0.006486846797556939,,0.0063359603349909446,2.1462996249999975,0.02326037091284797,0.00015088646256599444,7.301570799608959e-05
HOT,FashionMNIST,6,0.006486846797556939,,0.00620301537760237,2.5384284579999985,0.0437549134136273,0.0002838314199545694,3.646985325301287e-05
HOT,FashionMNIST,7,0.006486846797556939,,0.006386579100211709,2.9263914579999977,0.015457078064953375,0.00010026769734523041,2.3196913069404813e-05
HOT,FashionMNIST,8,0.006486846797556939,,0.0064267344041545665,3.313916416999996,0.009266812563696106,6.0112393402372497e-05,1.6464412599864973e-05
HOT,FashionMNIST,9,0.006486846797556939,,0.006559064971597062,3.7125173759999974,0.011133016748186786,7.221817404012322e-05,1.0958776724604174e-05
HOT,FashionMNIST,10,0.006486846797556939,,0.0065662010321323435,4.101723500999997,0.012233098306759869,7.935423457540447e-05,9.1285995464963e-06
HOT,FashionMNIST,11,0.006486846797556939,,0.006565651794663982,4.490622542999995,0.012148428900266637,7.880499710704279e-05,7.574539099605297e-06
HOT,FashionMNIST,12,0.006486846797556939,,0.006572042263231126,4.872776334999996,0.013133571415047663,8.51954656741873e-05,6.449310607056642e-06
HOT,FashionMNIST,13,0.006486846797556939,,0.006565677625745424,5.268052917999995,0.0121524109707931,7.883082818848502e-05,5.2879501778878185e-06
HOT,FashionMNIST,14,0.006486846797556939,,0.006554277395558986,5.6625495429999955,0.010394973105799591,6.743059800204659e-05,4.413320298617312e-06
HOT,FashionMNIST,15,0.006486846797556939,,0.006561156833306257,6.056224708999993,0.01145549418205841,7.431003574931774e-05,5.526964754792966e-06
HOT,FashionMNIST,16,0.006486846797556939,,0.006581784693778953,6.444595208999994,0.014635446031771434,9.493789622201394e-05,4.863843091668976e-06
HOT,FashionMNIST,17,0.006486846797556939,,0.006597157204375005,6.833660666999995,0.01700524311127724,0.00011031040681806596,4.328688519312312e-06
HOT,FashionMNIST,18,0.006486846797556939,,0.006611892860324123,7.228209708999996,0.019276863886207172,0.000125046062767184,3.4450566451325603e-06
HOT,FashionMNIST,19,0.006486846797556939,,0.006621212503056482,7.615063458999996,0.020713562335116013,0.00013436570549954334,2.816251830915469e-06
HOT,FashionMNIST,20,0.006486846797556939,,0.006624465017198638,8.003366500999997,0.021214963746874416,0.00013761821964169887,2.3716506112168876e-06
HOT,FashionMNIST,21,0.006486846797556939,,0.006626606362110967,8.393126209999997,0.021545069417496364,0.00013975956455402824,2.1166523589206454e-06
HOT,FashionMNIST,22,0.006486846797556939,,0.0066276537516117414,8.786998584999997,0.02170653299656049,0.00014080695405480244,1.9719853708636627e-06
HOT,FashionMNIST,23,0.006486846797556939,,0.006627276885511723,9.175281334999996,0.021648436033308523,0.00014043008795478363,1.8644319784435264e-06
HOT,FashionMNIST,24,0.006486846797556939,,0.006623233742494541,9.557348417999995,0.0210251527736045,0.00013638694493760175,1.78222900392231e-06
HOT,FashionMNIST,25,0.006486846797556939,,0.0066267475037063775,9.945422167999995,0.021566827538169634,0.0001399007061494385,1.678583448798024e-06
HOT,FashionMNIST,26,0.006486846797556939,,0.00662556240326897,10.336517333999995,0.02138413470228306,0.00013871560571203107,1.671312064482958e-06
