algo,data_name,iter,opt,eta,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
SSNS,MNIST,0,0.006101280767736932,0.0001,28.078033269035778,28.077885791374612,0.04713769251590305,0.0,6.725868438175026,0.04103641174816612,1.0,39.69558436745522,0,0.0,,,,,
SSNS,MNIST,1,0.006101280767736932,0.0001,10.320341565788391,10.320103739373593,0.04710458662177176,0.0462660829999999,6.72044238168106,0.04100330585403483,0.0007023231805443024,14.590292701246831,4,0.00024470799999987136,,,,,
SSNS,MNIST,2,0.006101280767736932,0.0001,3.7888798804064483,3.7885814723081657,0.04659978188528769,0.09307199999999982,6.637704878572952,0.04049850111755076,0.010716679047359514,5.356325808133116,7,0.00028283299999998235,,,,,
SSNS,MNIST,3,0.006101280767736932,0.0001,1.5845575163318004,1.575823871911542,0.044739149492931854,0.1402877079999998,6.3327472044080935,0.038637868725194924,0.03992792062709779,2.234164310583394,25,0.0008343339999998811,,,,,
SSNS,MNIST,4,0.006101280767736932,0.0001,1.2351577280736799,1.293591640282803,0.04332963885483714,0.19065179100000007,6.101728391842036,0.03722835808710021,0.03150508344637607,1.7884758382253674,116,0.0036219590000001745,,,,,
SSNS,MNIST,5,0.006101280767736932,0.0001,0.4524825025467037,0.46617229386695636,0.04139996544965138,0.244774375,5.785454894744555,0.03529868468191445,0.04453472164055065,0.6496225644762218,177,0.005701332999999753,,,,,
SSNS,MNIST,6,0.006101280767736932,0.0001,0.4107536720116067,0.42206434927741915,0.041018875623420964,0.306314333,5.722994267093131,0.034917594855684034,0.00920507594852661,0.5889124989761317,198,0.006370624999999741,,,,,
SSNS,MNIST,7,0.006101280767736932,0.0001,0.3774402925337116,0.38263360781880984,0.03841927538882913,0.3595412499999999,5.2969197536338735,0.0323179946210922,0.06337570679552007,0.5374610025117312,191,0.0059657080000001805,,,,,
SSNS,MNIST,8,0.006101280767736932,0.0001,0.13326697989760863,0.14674313372452868,0.03736307209081541,0.4090120829999999,5.123808018865194,0.03126179132307848,0.02749149449916037,0.19822440629082538,70,0.0021844999999998116,,,,,
SSNS,MNIST,9,0.006101280767736932,0.0001,0.47866632087786914,0.8212488948647735,0.036605646013333985,0.46390312499999986,4.999665874565487,0.030504365245597055,0.02027205031857145,0.9505633894617778,116,0.0035564999999997404,,,,,
SSNS,MNIST,10,0.006101280767736932,0.0001,0.1797493509011333,0.3029714137558957,0.035581457934000714,0.5156325419999996,4.831801434569693,0.029480177166263784,0.027978964746591284,0.3522803538448453,181,0.005413957999999663,,,,,
SSNS,MNIST,11,0.006101280767736932,0.0001,1.2971627575547695,1.0390953622487973,0.034636968653675944,0.5690618749999996,4.676999628804721,0.028535687885939014,0.02654442328014448,1.6620320043546721,237,0.007002792000000202,,,,,
SSNS,MNIST,12,0.006101280767736932,0.0001,0.47153371862189175,0.3852097912184813,0.03442008871157007,0.6249072499999997,4.641453003372776,0.028318807943833138,0.006261516250870258,0.6088765309794222,273,0.008205041999999718,,,,,
SSNS,MNIST,13,0.006101280767736932,0.0001,0.18023858294890935,0.1644930037269872,0.03415695457750876,0.6904120419999997,4.598325315256415,0.02805567380977183,0.007644783726918699,0.24401617754947263,642,0.01916675000000012,,,,,
SSNS,MNIST,14,0.006101280767736932,0.0001,0.5029633205945264,0.2706564042661141,0.03402093389239315,0.7685030419999999,4.576031523134132,0.02791965312465622,0.003982225195368437,0.57116284099935,809,0.024207124999999774,,,,,
SSNS,MNIST,15,0.006101280767736932,0.0001,0.4071728522991715,0.26745500927510163,0.033175784895173574,0.844451292,4.437511591107949,0.027074504127436644,0.0248420281433998,0.4871569702085156,861,0.0255243329999999,,,,,
SSNS,MNIST,16,0.006101280767736932,0.0001,0.16501845978384472,0.13252008831065384,0.0322997717749237,0.9065917089999997,4.293933028901444,0.02619849100718677,0.026405196531682273,0.2116427789294544,520,0.015633250000000043,,,,,
SSNS,MNIST,17,0.006101280767736932,0.0001,0.4525740525852487,0.4889438414436778,0.03164281398753414,0.9738335429999996,4.186257638700832,0.025541533219797206,0.020339394097502562,0.6662502181293639,534,0.01593712500000022,,,,,
SSNS,MNIST,18,0.006101280767736932,0.0001,0.27941907961189727,0.35166346421325784,0.030456058641437647,1.0439546259999997,3.9917484214931997,0.024354777873700717,0.03750473477371571,0.4491572264955985,818,0.02386204100000011,,,,,
SSNS,MNIST,19,0.006101280767736932,0.0001,0.10795964893485292,0.13462797979864405,0.029131699731971186,1.1124067509999995,3.7746859783960773,0.023030418964234252,0.04348425136220931,0.17256876525744616,762,0.022340333999999906,,,,,
SSNS,MNIST,20,0.006101280767736932,0.0001,0.08430914861172706,0.09889963293628802,0.028666733331323465,1.1773200839999993,3.6984779790680635,0.02256545256358653,0.01596084007887235,0.12995833922560487,542,0.016298000000000368,,,,,
SSNS,MNIST,21,0.006101280767736932,0.0001,0.160922329952072,0.217755959450094,0.028254787514872502,1.2658649589999995,3.630960054203944,0.022153506747135572,0.014370169481460911,0.27076494262174533,1187,0.03624787499999993,,,,,
SSNS,MNIST,22,0.006101280767736932,0.0001,0.12628120978218924,0.17068315428664987,0.02794546740355826,1.3526698339999994,3.5802624837938257,0.021844186635821328,0.010947529198420755,0.21231976615715178,1165,0.03526704200000008,,,,,
SSNS,MNIST,23,0.006101280767736932,0.0001,0.12661060824177744,0.18661830764528436,0.027354031428754578,1.4177017509999992,3.483326119558443,0.021252750661017644,0.021163932106155314,0.22551416555842035,619,0.018533541000000042,,,,,
