algo,data_name,iter,opt,eta,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
PINS,DOTmark,0,0.0016574349207533754,0.001,2.2390809289208498e-18,2.813527159773076e-17,0.16967018783943952,0.0,101.36914023889223,0.16801275291868614,1.0,,0,,0.0007133870061316803,2.7245171655996808e-17,0.0,0.0007133870061316803,0
PINS,DOTmark,1,0.0016574349207533754,0.001,4.086688824489241e-06,4.279032248880569e-06,0.0024665953585211705,1.818145375,0.4882004280445575,0.0008091604377677951,0.9854624115766564,,294,,0.0028238686915938596,4.143658885158944e-06,0.0028238686915938596,2.1684344063299652e-05,3
PINS,DOTmark,2,0.0016574349207533754,0.001,1.033617430411163e-07,1.2402894504751216e-07,0.0019886215319958357,2.141676167,0.1998187724269269,0.0003311866112424603,0.19377877480962283,,275,,0.0004043796490079674,1.2010511028456575e-07,0.0004043796490079674,4.976689471890319e-06,2
PINS,DOTmark,3,0.0016574349207533754,0.001,8.168149385344924e-07,9.786864174966294e-07,0.0018305341973274536,2.4305018339999998,0.1044380532874239,0.00017309927657407822,0.07949593832956302,,357,,0.0003077048324287515,9.477242595461149e-07,0.0003077048324287515,4.494660203937255e-06,2
PINS,DOTmark,4,0.0016574349207533754,0.001,1.0590260281013538e-06,1.2334292093025152e-06,0.0017534438323409496,2.7124990839999996,0.0579262029449301,9.600891158757416e-05,0.042113589081839924,,401,,0.00027197698584187287,1.1944078953081026e-06,0.00027197698584187287,4.3506565124047356e-06,2
PINS,DOTmark,5,0.0016574349207533754,0.001,4.2094185289249584e-09,4.384462616986758e-09,0.0017096136922591164,3.0985328759999997,0.0314816412110006,5.217877150574097e-05,0.024996603411765638,,680,,0.0002564650501380679,4.245753811338356e-09,0.0002564650501380679,4.2833424940618126e-06,3
PINS,DOTmark,6,0.0016574349207533754,0.001,4.621663173341985e-09,4.9371140168679355e-09,0.001687052403220565,3.4641279180000004,0.01786946932053735,2.9617482467189692e-05,0.01319671756298252,,757,,0.00025061130129593837,4.780921286206594e-09,0.00025061130129593837,4.247111857000776e-06,3
PINS,DOTmark,7,0.0016574349207533754,0.001,5.556977656685332e-09,5.914179139367821e-09,0.0016749373082036972,3.824081793000001,0.010559924393511758,1.7502387450321795e-05,0.007181220330643144,,805,,0.000249226329732847,5.727075542764188e-09,0.000249226329732847,4.227411170787188e-06,3
PINS,DOTmark,8,0.0016574349207533754,0.001,6.109968488807595e-09,6.401855848780881e-09,0.0016683566251619885,4.179436293,0.006589522322631383,1.0921704408613144e-05,0.003928913046164198,,839,,0.00024957469665065407,6.199323895314733e-09,0.00024957469665065407,4.217023600263541e-06,3
PINS,DOTmark,9,0.0016574349207533754,0.001,7.229914142339527e-09,7.451785322438322e-09,0.0016646567073220085,4.543964501,0.004357206716358127,7.221786568633107e-06,0.0022177020093775185,,908,,0.00025044877891884756,7.2160373340716036e-09,0.00025044877891884756,4.211625213328243e-06,3
PINS,DOTmark,10,0.0016574349207533754,0.001,9.309378047596393e-09,9.333415784333532e-09,0.0016624628544988475,4.906613042999999,0.0030335632986341946,5.027933745472115e-06,0.0013179010504155658,,969,,0.00025136655178439817,9.03813969940375e-09,0.00025136655178439817,4.208797496204945e-06,3
PINS,DOTmark,11,0.0016574349207533754,0.001,1.201082932246367e-08,1.1560961497743942e-08,0.0016610776945358582,5.268807667999999,0.002197838199781051,3.642773782482848e-06,0.0008331975413711279,,994,,0.00025217720768747894,1.1610240955979923e-08,0.00025217720768747894,4.207267425904261e-06,3
PINS,DOTmark,12,0.0016574349207533754,0.001,1.6153087009783727e-08,1.4643218881611316e-08,0.0016601505535671138,5.634390001,0.0016384551693311897,2.7156328137383987e-06,0.0005581562932271587,,1031,,0.00025288832891817383,1.561434496581704e-08,0.00025288832891817383,4.206391282745536e-06,3
PINS,DOTmark,13,0.0016574349207533754,0.001,2.4216757302197893e-08,2.0389327034478337e-08,0.0016595016363111495,6.009507209,0.0012469361734182905,2.0667155577740615e-06,0.0003908785589174601,,1105,,0.00025353164752671674,2.340907358704616e-08,0.00025353164752671674,4.2058538095549644e-06,3
PINS,DOTmark,14,0.0016574349207533754,0.001,3.6869873242291857e-08,2.949966507049656e-08,0.0016590336445003392,6.395000375,0.0009645770865242506,1.598723746963843e-06,0.00028200744161391837,,1208,,0.00025417498761776537,3.564017944696258e-08,0.00025417498761776537,4.205498442614555e-06,3
