algo,m,n,iter,opt,eta,cost,time,rel_err,abs_err,kkt_err
HOT,5000,5000,0,5.813596238851425e-05,,0.16585476616235517,0.0,2851.8772785074357,0.16579663019996665,1.0
HOT,5000,5000,1,5.813596238851425e-05,,0.0019287550584854616,12.929700916000002,32.17662560732838,0.0018706190960969473,0.011257409615034198
HOT,5000,5000,2,5.813596238851425e-05,,-0.0010491721395842488,25.49913887499997,19.04686972536522,0.0011073081019727631,0.0003885964684061199
HOT,5000,5000,3,5.813596238851425e-05,,-0.0005600342788331171,37.832657208,10.633181525240587,0.0006181702412216313,5.3941331275946464e-05
HOT,5000,5000,4,5.813596238851425e-05,,-0.0004013411590685763,50.16713808299994,7.903492134291529,0.00045947712145709055,1.3551934634197652e-05
HOT,5000,5000,5,5.813596238851425e-05,,-0.00025210600203933185,62.60427304099994,5.33648969900152,0.0003102419644278461,5.19312989233193e-06
HOT,5000,5000,6,5.813596238851425e-05,,-0.00014706366296832234,74.99804874899996,3.5296504422773136,0.00020519962535683658,3.5688988482763147e-06
HOT,5000,5000,7,5.813596238851425e-05,,-0.0001302658885913124,87.467907416,3.240710968552722,0.00018840185097982663,1.9855805929602508e-06
HOT,5000,5000,8,5.813596238851425e-05,,-5.8442217759303476e-05,99.77071370700003,2.0052679160747795,0.00011657818014781772,1.5176563725776799e-06
HOT,5000,5000,9,5.813596238851425e-05,,-1.915087792832652e-05,112.14421266500005,1.329415341924573,7.728684031684077e-05,1.24312726212061e-06
HOT,5000,5000,10,5.813596238851425e-05,,-2.8659218572884873e-07,124.4977055810001,1.0049296885086996,5.84225545742431e-05,1.0624055490353383e-06
HOT,5000,5000,11,5.813596238851425e-05,,-5.274570962950259e-05,136.7898317470001,1.9072819553069515,0.00011088167201801685,7.472784423545689e-07
HOT,5000,5000,12,5.813596238851425e-05,,9.52776794942269e-06,149.05656333000013,0.8361123208772223,4.8608194439091556e-05,6.350976090315859e-07
HOT,5000,5000,13,5.813596238851425e-05,,1.7789640419350233e-05,161.35209537200012,0.6939993819924295,4.034632196916401e-05,5.550411099680797e-07
HOT,5000,5000,14,5.813596238851425e-05,,3.208224529431451e-05,173.67563195600007,0.4481514715467597,2.6053717094199738e-05,4.959426387925506e-07
HOT,5000,5000,15,5.813596238851425e-05,,3.698810952224139e-05,186.01126199700013,0.3637654215637613,2.1147852866272857e-05,4.5060876503394845e-07
HOT,5000,5000,16,5.813596238851425e-05,,3.795574780508154e-05,198.35030695500006,0.34712102035176173,2.0180214583432708e-05,4.1364855935594544e-07
HOT,5000,5000,17,5.813596238851425e-05,,4.304022180135975e-05,210.6613227470001,0.2596626935711813,1.5095740587154499e-05,3.8295834031575546e-07
HOT,5000,5000,18,5.813596238851425e-05,,4.681616761483986e-05,223.03204828800017,0.1947124345861144,1.1319794773674388e-05,3.570256934892575e-07
HOT,5000,5000,19,5.813596238851425e-05,,4.9223627725396395e-05,235.28957712200008,0.15330157611493567,8.912334663117855e-06,3.357142513444501e-07
HOT,5000,5000,20,5.813596238851425e-05,,4.9816269514921806e-05,247.5878972060001,0.14310751094121632,8.319692873592444e-06,3.162828546289784e-07
HOT,5000,5000,21,5.813596238851425e-05,,5.0152604342651006e-05,260.03252720600005,0.13732219641452934,7.983358045863243e-06,2.551481852239365e-07
HOT,5000,5000,22,5.813596238851425e-05,,5.1086264023038064e-05,272.726864956,0.12126226307847231,7.049698365476186e-06,2.395023498053154e-07
HOT,5000,5000,23,5.813596238851425e-05,,5.334249711586735e-05,285.120738706,0.08245266915189024,4.7934652726469e-06,2.2680048989025542e-07
HOT,5000,5000,24,5.813596238851425e-05,,5.417460172227112e-05,297.49295433099996,0.06813959042717709,3.9613606662431325e-06,2.1586274964735517e-07
HOT,5000,5000,25,5.813596238851425e-05,,5.7337357084602464e-05,309.760127873,0.013736855314698702,7.986053039117858e-07,2.057232130171207e-07
HOT,5000,5000,26,5.813596238851425e-05,,5.717895876806545e-05,322.090734248,0.016461473778541475,9.570036204488007e-07,1.9671649162968697e-07
HOT,5000,5000,27,5.813596238851425e-05,,5.9046193406062165e-05,334.40937120600006,0.01565693557225342,9.102310175479155e-07,1.8860768929551455e-07
HOT,5000,5000,28,5.813596238851425e-05,,5.882274041084477e-05,346.688602415,0.01181330787544003,6.867780223305208e-07,1.812170242166122e-07
HOT,5000,5000,29,5.813596238851425e-05,,6.0176605340036656e-05,359.00877904000004,0.03510121562768815,2.0406429515224068e-06,1.7439548024933277e-07
HOT,5000,5000,30,5.813596238851425e-05,,6.057027412657731e-05,371.325097123,0.041872734845170484,2.4343117380630613e-06,1.6832013124992386e-07
HOT,5000,5000,31,5.813596238851425e-05,,6.24147051344995e-05,383.66921458199977,0.0735988976563427,4.278742745985249e-06,1.628094188457692e-07
HOT,5000,5000,32,5.813596238851425e-05,,6.211963184417394e-05,395.9419096659997,0.06852332518445985,3.983669455659689e-06,1.5754858249008108e-07
HOT,5000,5000,33,5.813596238851425e-05,,6.248679717784287e-05,408.21533062499975,0.07483895699967297,4.350834789328623e-06,1.5260344822907637e-07
HOT,5000,5000,34,5.813596238851425e-05,,6.245741889447465e-05,420.5312009999998,0.0743336194743063,4.321456505960402e-06,1.481146783360554e-07
HOT,5000,5000,35,5.813596238851425e-05,,6.275511796521482e-05,432.8218269169997,0.07945435814464406,4.619155576700568e-06,1.4389068787938953e-07
HOT,5000,5000,36,5.813596238851425e-05,,6.386420202903141e-05,445.1481472919995,0.0985317762908295,5.728239640517164e-06,1.4003753764017743e-07
HOT,5000,5000,37,5.813596238851425e-05,,6.347262423063518e-05,457.51985133399944,0.09179622427950511,5.336661842120928e-06,1.3638807654101016e-07
HOT,5000,5000,38,5.813596238851425e-05,,6.37585720354474e-05,469.8767638749996,0.09671482875535894,5.622609646933144e-06,1.3288962887280763e-07
HOT,5000,5000,39,5.813596238851425e-05,,6.23475751675164e-05,482.1289815829996,0.0724441912710854,4.211612779002153e-06,1.298068726451382e-07
HOT,5000,5000,40,5.813596238851425e-05,,6.153940845147037e-05,494.3745696659996,0.058542869561724616,3.403446062956118e-06,1.2701020659349238e-07
HOT,5000,5000,41,5.813596238851425e-05,,5.870820796142734e-05,506.7639308739997,0.009843228690166997,5.72245572913093e-07,1.1326449762655024e-07
HOT,5000,5000,42,5.813596238851425e-05,,6.138545519439926e-05,519.0871674989996,0.055894710818909614,3.2494928058850097e-06,1.1097399118579306e-07
HOT,5000,5000,43,5.813596238851425e-05,,6.314070817242314e-05,531.4369154569997,0.08608691725894022,5.004745783908887e-06,1.0891561463366296e-07
HOT,5000,5000,44,5.813596238851425e-05,,6.377232038289716e-05,543.7557332489996,0.09695131486283724,5.636357994382909e-06,1.0721375888033114e-07
HOT,5000,5000,45,5.813596238851425e-05,,6.438751818173407e-05,556.0728192899996,0.10753336723733198,6.2515557932198225e-06,1.0535328629618013e-07
HOT,5000,5000,46,5.813596238851425e-05,,6.470438541192745e-05,568.4811427899995,0.11298381851008811,6.568423023413203e-06,1.0371586146992827e-07
HOT,5000,5000,47,5.813596238851425e-05,,6.483702576494907e-05,580.7390934559994,0.11526537277653683,6.7010633764348195e-06,1.0208356904041279e-07
HOT,5000,5000,48,5.813596238851425e-05,,6.490689593617794e-05,592.9888447479993,0.11646721357108564,6.770933547663691e-06,1.0062954140298929e-07
HOT,5000,5000,49,5.813596238851425e-05,,6.518723629350578e-05,605.2527182479992,0.1212893640234058,7.051273904991533e-06,9.904904433283942e-08
