algo,m,n,iter,opt,eta,rho,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
our,5000,5000,11,5.813596238851425e-05,0.0001,0.0,2.2981938965628202e-18,4.718570709116997e-09,6.261434108226525e-05,258.17038979099993,0.07703284696351358,4.478378693751e-06,0.0071729320121232815,,[490],[5.984987042],4.642610667592745e-09,4.642610667592745e-09,7.579223378056356e-22,3.579735375430215e-09,1
our,5000,5000,12,5.813596238851425e-05,0.0001,0.0,2.2575213715512876e-18,2.3937265837744436e-09,6.223754068786878e-05,265.0476154999999,0.07055148191999083,4.10157829935453e-06,0.006017797007580327,,[455],[5.635395832999961],3.200618859170604e-09,2.355192124526033e-09,9.227821391642885e-22,3.200618859170604e-09,1
our,5000,5000,13,5.813596238851425e-05,0.0001,0.0,2.344058292022595e-18,1.6433969872056842e-09,6.191905008212028e-05,272.1000550829999,0.06507310687185676,3.783087693606033e-06,0.005117339185135515,,[484],[5.859259708999957],2.9539439876081618e-09,1.6169414117603953e-09,7.61515946309378e-22,2.9539439876081618e-09,1
our,5000,5000,14,5.813596238851425e-05,0.0001,0.0,2.3104654897708056e-18,1.4210663599798355e-09,6.164629373231408e-05,279.24033916699995,0.06038140936484014,3.5103313437998286e-06,0.004405047387588483,,[493],[5.932829416000004],2.742552507955559e-09,1.3981898860712807e-09,7.785111249842027e-22,2.742552507955559e-09,1
our,5000,5000,15,5.813596238851425e-05,0.0001,0.0,2.3112899977843883e-18,1.2455784368186373e-09,6.141004545862928e-05,286.84979354199993,0.05631768935439308,3.2740830701150257e-06,0.0038323191773808945,,[502],[6.3387847079999915],2.5592471751371686e-09,1.225526985729932e-09,8.0786725882772845e-22,2.5592471751371686e-09,1
our,5000,5000,16,5.813596238851425e-05,0.0001,0.0,2.2850705093150776e-18,1.1044528431628877e-09,6.120343274363733e-05,293.66477541699993,0.052763732276824044,3.067470355123078e-06,0.0033644774800099843,,[453],[5.538926333000006],2.3988817664534645e-09,1.0866732465434845e-09,7.835951926369551e-22,2.3988817664534645e-09,1
our,5000,5000,17,5.813596238851425e-05,0.0001,0.0,2.3505685526620568e-18,9.880590224397355e-10,6.102121173809067e-05,300.909332417,0.049629338382578284,2.885249349576418e-06,0.0029773004123793013,,[465],[5.950139874999991],2.25737008503267e-09,9.7215314563939e-10,6.585294655814568e-22,2.25737008503267e-09,1
our,5000,5000,18,5.813596238851425e-05,0.0001,0.0,2.3211202897399266e-18,8.908012280877495e-10,6.085929268386982e-05,308.236242501,0.04684415950932306,2.7233302953555676e-06,0.0026534880184913984,,[476],[5.931697666000048],2.1315755934997116e-09,8.764610173657483e-10,6.617876879637943e-22,2.1315755934997116e-09,1
our,5000,5000,19,5.813596238851425e-05,0.0001,0.0,2.2433603894697515e-18,8.083160468772801e-10,6.071445438063855e-05,315.62046316799996,0.04435278760662138,2.578491992124302e-06,0.0023798880473951656,,[495],[5.9968673330000115],2.0190127458895746e-09,7.953036911724299e-10,5.996805315216099e-22,2.0190127458895746e-09,1
our,5000,5000,20,5.813596238851425e-05,0.0001,0.0,2.2460565943784104e-18,7.378360296889403e-10,6.058414055418852e-05,323.947808626,0.042111252056230716,2.448178165674272e-06,0.00214633941422005,,[509],[6.900415667000004],1.917693711375278e-09,7.259582686235033e-10,7.618096500225189e-22,1.917693711375278e-09,1
our,5000,5000,21,5.813596238851425e-05,0.0001,0.0,2.216180745332048e-18,6.769944523364025e-10,6.046626272647363e-05,333.268521417,0.04008362882833731,2.3303003379593836e-06,0.001945687875351711,,[525],[8.005725708],1.8260152593118042e-09,6.660961253044897e-10,6.87438840398842e-22,1.8260152593118042e-09,1
our,5000,5000,22,5.813596238851425e-05,0.0001,0.0,2.214800580386333e-18,6.240991083805228e-10,6.0359127504856075e-05,341.99735,0.03824078977973623,2.2231651163418255e-06,0.001771818147620552,,[533],[7.37082833300002],1.7426745810817778e-09,6.140522960913191e-10,6.1468833892958925e-22,1.7426745810817778e-09,1
our,5000,5000,23,5.813596238851425e-05,0.0001,0.0,2.221461898485549e-18,5.777840208749083e-10,6.0261333197735046e-05,349.908656084,0.03655862433337303,2.1253708092207964e-06,0.0016202074344623559,,[542],[6.648552791000043],1.6665837964370231e-09,5.684827936764034e-10,7.981981749025602e-22,1.6665837964370231e-09,1
our,5000,5000,24,5.813596238851425e-05,0.0001,0.0,2.263544442186809e-18,5.369943829335109e-10,6.017170573489431e-05,357.34870704199994,0.03501693724059266,2.0357433463800588e-06,0.0014873129764096612,,[550],[6.17294479100002],1.5968345356816001e-09,5.283497915645383e-10,7.696620783584713e-22,1.5968345356816001e-09,1
our,5000,5000,25,5.813596238851425e-05,0.0001,0.0,2.209112005199782e-18,5.008318471691772e-10,6.0089264994235356e-05,365.57306358399995,0.033598869365358865,1.9533026057211067e-06,0.0013700914682753238,,[555],[6.995025124999984],1.532669118749415e-09,4.92769404058145e-10,5.902513808661387e-22,1.532669118749415e-09,1
our,5000,5000,26,5.813596238851425e-05,0.0001,0.0,2.243445623456422e-18,4.685739345813099e-10,6.0013178657686175e-05,373.70990208399996,0.03229010395711281,1.8772162691719257e-06,0.0012662217878098578,,[562],[6.893102542000008],1.4734447849136855e-09,4.610307826986418e-10,6.813269987720345e-22,1.4734447849136855e-09,1
our,5000,5000,27,5.813596238851425e-05,0.0001,0.0,2.2249459311570824e-18,4.3966734935186974e-10,5.9942740111870095e-05,381.77252583399996,0.0310784865189194,1.8067777233558453e-06,0.0011737179631470663,,[566],[6.783747207999966],1.4186044506532814e-09,4.3258953868155436e-10,5.706459242995224e-22,1.4186044506532814e-09,1
our,5000,5000,28,5.813596238851425e-05,0.0001,0.0,2.221449313393378e-18,4.135633436328397e-10,5.9877348917190214e-05,390.005572376,0.029953688855076138,1.7413865286759647e-06,0.0010908943194428908,,[572],[6.914824875000022],1.3676789939809058e-09,4.0690575795873676e-10,7.560128958359155e-22,1.3676789939809058e-09,1
our,5000,5000,29,5.813596238851425e-05,0.0001,0.0,2.21843413982788e-18,3.899474554213179e-10,5.9816476486502e-05,398.30976716799995,0.028906618708005836,1.6805140979877497e-06,0.0010166186678104427,,[578],[7.060193832999971],1.320267476117369e-09,3.836700407692817e-10,6.14643490887933e-22,1.320267476117369e-09,1
our,5000,5000,30,5.813596238851425e-05,0.0001,0.0,2.218284079877481e-18,3.6848135569506435e-10,5.975967418846316e-05,406.350523793,0.02792955914443939,1.6237117999489127e-06,0.0009496095620352166,,[582],[6.780041459000017],1.2760170135559422e-09,3.625495045467009e-10,6.878636092596443e-22,1.2760170135559422e-09,1
our,5000,5000,31,5.813596238851425e-05,0.0001,0.0,2.211478168492317e-18,3.487006397148023e-10,5.9706541797152174e-05,414.719531251,0.027015625855506927,1.570579408637924e-06,0.0008891010875231017,,[586],[7.150126875000012],1.2346190000678186e-09,3.43087220587461e-10,7.781458438702515e-22,1.2346190000678186e-09,1
our,5000,5000,32,5.813596238851425e-05,0.0001,0.0,2.196426214798728e-18,3.3060977033188065e-10,5.965674299791989e-05,423.446142793,0.026159033873774752,1.5207806094056392e-06,0.0008340593464862167,,[593],[7.4425346250000075],1.1958132501543486e-09,3.2528757989946627e-10,8.287524375272503e-22,1.1958132501543486e-09,1
our,5000,5000,33,5.813596238851425e-05,0.0001,0.0,2.1641475653009827e-18,3.13861203798752e-10,5.9609966842713744e-05,431.71801500199996,0.02535443456408161,1.474004454199494e-06,0.0007840883168525656,,[600],[7.078092666000032],1.1593638535101788e-09,3.0880863353052637e-10,5.763453290444373e-22,1.1593638535101788e-09,1
our,5000,5000,34,5.813596238851425e-05,0.0001,0.0,2.1714901779972005e-18,2.985246112965161e-10,5.956594917001562e-05,439.83467412699997,0.024597284069109816,1.429986781501369e-06,0.000738428068820599,,[605],[6.896114666000017],1.1250655341399145e-09,2.9371893108782893e-10,5.778366763543324e-22,1.1250655341399145e-09,1
our,5000,5000,35,5.813596238851425e-05,0.0001,0.0,2.1851533666307944e-18,2.841649076629188e-10,5.952445501475927e-05,448.47608296,0.023883540741373215,1.3884926262450209e-06,0.0006966086469622744,,[608],[7.380785292000041],1.092731934257346e-09,2.7959039145526613e-10,6.383961496880709e-22,1.092731934257346e-09,1
our,5000,5000,36,5.813596238851425e-05,0.0001,0.0,2.1388165739320993e-18,2.7077823481244436e-10,5.94852704888811e-05,457.15453941799996,0.0232095254801085,1.349308100366851e-06,0.0006582928960618627,,[613],[7.442486459000008],1.0621947342416273e-09,2.664192186551839e-10,6.660592656579722e-22,1.0621947342416273e-09,1
our,5000,5000,37,5.813596238851425e-05,0.0001,0.0,2.152896760304091e-18,2.582766323831561e-10,5.944821052417744e-05,465.94171050099993,0.02257205491660439,1.312248135663191e-06,0.0006230107789555598,,[617],[7.502148458000022],1.0333074366317942e-09,2.541188683206907e-10,5.427048578182782e-22,1.0333074366317942e-09,1
our,5000,5000,38,5.813596238851425e-05,0.0001,0.0,2.148827260787845e-18,2.466573581287523e-10,5.941310718348641e-05,474.80379645999994,0.021968240354175075,1.277144794972163e-06,0.0005904860782437074,,[628],[7.571926916999985],1.0059400108941072e-09,2.4268664235045076e-10,6.3524026439847455e-22,1.0059400108941072e-09,1
our,5000,5000,39,5.813596238851425e-05,0.0001,0.0,2.140689065746791e-18,2.357682590370503e-10,5.937980510336339e-05,483.128153377,0.021395409377361226,1.2438427148491374e-06,0.0005605173959372025,,[623],[7.106954416000008],9.799768886924623e-10,2.319728371072799e-10,7.158991026606162e-22,9.799768886924623e-10,1
our,5000,5000,40,5.813596238851425e-05,0.0001,0.0,2.1191309212892547e-18,2.2547370854502232e-10,5.9348171135693854e-05,491.976332585,0.02085127169786213,1.2122087471796045e-06,0.0005327394998091878,,[624],[7.606107582999982],9.553139373595248e-10,2.2184400935865322e-10,5.709023922732687e-22,9.553139373595248e-10,1
our,5000,5000,41,5.813596238851425e-05,0.0001,0.0,2.1307084127407305e-18,2.157320296267637e-10,5.931808927279031e-05,500.143452626,0.02033383186083814,1.1821268842760588e-06,0.0005068709334743683,,[558],[6.799814167000022],9.318580550711827e-10,2.1225915299975926e-10,7.083068269887448e-22,9.318580550711827e-10,1
our,5000,5000,42,5.813596238851425e-05,0.0001,0.0,2.1396888921527324e-18,2.068937697356096e-10,5.928943977319269e-05,508.442490001,0.019841030186615243,1.1534773846784397e-06,0.0004829808233685116,,[562],[7.024060792],9.095194766735613e-10,2.0356317233460827e-10,6.757150090528028e-22,9.095194766735613e-10,1
our,5000,5000,43,5.813596238851425e-05,0.0001,0.0,2.153676178824499e-18,1.9822976002340046e-10,5.926212843390102e-05,517.701875751,0.019371246284025843,1.126166045386773e-06,0.00046064424619534717,,[664],[7.977732583000034],8.882196246947795e-10,1.9503863675091742e-10,7.735238839454317e-22,8.882196246947795e-10,1
our,5000,5000,44,5.813596238851425e-05,0.0001,0.0,2.183176807468942e-18,1.9010567519394653e-10,5.923605806004889e-05,527.187168835,0.01892280829863722,1.1000956715346387e-06,0.00043991625918755634,,[674],[8.194090333999952],8.678908951895755e-10,1.8704533428312218e-10,7.584451576120815e-22,8.678908951895755e-10,1
our,5000,5000,45,5.813596238851425e-05,0.0001,0.0,2.1510392679558775e-18,1.8251108764586744e-10,5.9211154191113266e-05,536.581960335,0.018494435430752226,1.0751918025990166e-06,0.0004204173902047369,,[677],[8.099733541999967],8.484642269015731e-10,1.7957300519445264e-10,7.415944609323577e-22,8.484642269015731e-10,1
our,5000,5000,46,5.813596238851425e-05,0.0001,0.0,2.1483514403981827e-18,1.752804699279806e-10,5.918733318346088e-05,545.887176085,0.018084688921471154,1.0513707949466274e-06,0.00040230608536194294,,[681],[8.024100082999894],8.298807517290721e-10,1.7245878671183328e-10,7.698084689671095e-22,8.298807517290721e-10,1
our,5000,5000,47,5.813596238851425e-05,0.0001,0.0,2.2030543199283456e-18,1.6848408550292643e-10,5.916452764962572e-05,555.516977835,0.017692409635153457,1.0285652611114685e-06,0.00038531105573669607,,[681],[8.351962958000058],8.120884152368115e-10,1.6577181118938267e-10,6.794542382978907e-22,8.120884152368115e-10,1
our,5000,5000,48,5.813596238851425e-05,0.0001,0.0,2.090587831361585e-18,1.6201036544750716e-10,5.9142676596376504e-05,563.80716296,0.01731654842375411,1.0067142078622546e-06,0.0003693269280981443,,[567],[7.0096920830000045],7.95038135507758e-10,1.594023057520205e-10,6.997238949087477e-22,7.95038135507758e-10,1
our,5000,5000,49,5.813596238851425e-05,0.0001,0.0,2.1331265908062333e-18,1.5592964943412286e-10,5.9121718712268124e-05,571.721786627,0.01695605066561395,9.857563237538746e-07,0.00035436144108608045,,[547],[6.644003915999974],7.786826960435866e-10,1.534194777367924e-10,7.630578201262738e-22,7.786826960435866e-10,1
our,5000,5000,50,5.813596238851425e-05,0.0001,0.0,2.0881976366829152e-18,1.5008424929415375e-10,5.9101603538750615e-05,581.029729544,0.016610048420341354,9.656411502363655e-07,0.00034023323333012405,,[681],[8.085901541999988],7.629837836697153e-10,1.4766817745560043e-10,7.7207400878957515e-22,7.629837836697153e-10,1
our,5000,5000,51,5.813596238851425e-05,0.0001,0.0,2.1157338237814428e-18,1.445790727808348e-10,5.908227931436777e-05,588.8755311689999,0.016277651336180223,9.463169258535221e-07,0.0003269661604049923,,[568],[6.613859208000008],7.479043157073558e-10,1.4225162384576836e-10,7.533059468608377e-22,7.479043157073558e-10,1
our,5000,5000,52,5.813596238851425e-05,0.0001,0.0,2.153673625645714e-18,1.3934449289170705e-10,5.9063697853625676e-05,596.9741860439999,0.015958030571705407,9.277354651114262e-07,0.00031450142001507477,,[566],[6.795202583999981],7.334039259543278e-10,1.3710131076755686e-10,6.737915360056083e-22,7.334039259543278e-10,1
our,5000,5000,53,5.813596238851425e-05,0.0001,0.0,2.0658301143061645e-18,1.344001125019852e-10,5.904582222857148e-05,605.6576340019999,0.015650550927096836,9.098598400572285e-07,0.0003026499474939388,,[578],[7.407821166999952],7.194527057663177e-10,1.3223652552705873e-10,6.895643499820584e-22,7.194527057663177e-10,1
our,5000,5000,54,5.813596238851425e-05,0.0001,0.0,2.0725534298023006e-18,1.297156765580708e-10,5.9028610090720156e-05,613.844425252,0.015354483963651801,8.926477022059063e-07,0.0002915047534555882,,[581],[6.828964750000068],7.060190378507228e-10,1.2762750011967185e-10,7.692843610305961e-22,7.060190378507228e-10,1
our,5000,5000,55,5.813596238851425e-05,0.0001,0.0,2.0722462543829364e-18,1.251942948245681e-10,5.9012026414993216e-05,624.151676127,0.015069227213000394,8.760640264789663e-07,0.00028094301562331777,,[715],[8.801097874999982],6.930730762350564e-10,1.2317890405907649e-10,6.537713686483762e-22,6.930730762350564e-10,1
our,5000,5000,56,5.813596238851425e-05,0.0001,0.0,2.0526789505294673e-18,1.2098258434474546e-10,5.8996037610006366e-05,632.3675317519999,0.014794202867828309,8.600752214921162e-07,0.0002709414666497171,,[590],[6.796744125000032],6.80593210095473e-10,1.1903499413214526e-10,7.6312570368257725e-22,6.80593210095473e-10,1
our,5000,5000,57,5.813596238851425e-05,0.0001,0.0,2.0918074803745968e-18,1.1691447977020728e-10,5.8980610704674664e-05,640.876775793,0.014528843790625698,8.446483161604143e-07,0.00026149053320634054,,[601],[7.127515291000009],6.685513558930738e-10,1.1503237832771491e-10,7.464880123708508e-22,6.685513558930738e-10,1
our,5000,5000,58,5.813596238851425e-05,0.0001,0.0,2.135226589081645e-18,1.1313252742366312e-10,5.896571583839338e-05,649.209925376,0.014272636347429948,8.297534498791288e-07,0.0002525383529151046,,[631],[7.029978000000028],6.569257005006464e-10,1.1131130824298178e-10,7.230312009630632e-22,6.569257005006464e-10,1
our,5000,5000,59,5.813596238851425e-05,0.0001,0.0,2.1588988931526055e-18,1.0944608182245674e-10,5.895133424402756e-05,657.628778835,0.014025257723684001,8.153718555133121e-07,0.00024389756252993217,,[614],[7.1008480830000735],6.456943243870736e-10,1.0768420742607703e-10,7.193393686957256e-22,6.456943243870736e-10,1
our,5000,5000,60,5.813596238851425e-05,0.0001,0.0,2.0992703584612647e-18,1.0596540066161203e-10,5.893742553995181e-05,667.3928114180001,0.013786013312749456,8.014631514375591e-07,0.0002359353567499963,,[777],[8.501285374999952],6.348358614318232e-10,1.0425955863219454e-10,7.094388685241229e-22,6.348358614318232e-10,1
our,5000,5000,61,5.813596238851425e-05,0.0001,0.0,2.061882004382901e-18,1.0261915605404229e-10,5.892397954387589e-05,676.029502168,0.013554727968472126,7.880171553616377e-07,0.0002281402004369327,,[619],[7.255692665999959],6.243351136441791e-10,1.0096718221798475e-10,6.58029193007224e-22,6.243351136441791e-10,1
our,5000,5000,62,5.813596238851425e-05,0.0001,0.0,2.039020443022891e-18,9.9429168735046e-11,5.8910966820077356e-05,684.8316643759999,0.013330895365313877,7.750044315631065e-07,0.00022083918803959436,,[626],[7.493160082999907],6.141723532518598e-10,9.782854764628217e-11,7.79734836688101e-22,6.141723532518598e-10,1
our,5000,5000,63,5.813596238851425e-05,0.0001,0.0,2.092576152749258e-18,9.641911440930089e-11,5.88983703751054e-05,693.7689426679999,0.01311422319795942,7.624079865911499e-07,0.0002138217322154639,,[629],[7.49930370800007],6.043327075300761e-10,9.486694948781077e-11,7.700572874332765e-22,6.043327075300761e-10,1
our,5000,5000,64,5.813596238851425e-05,0.0001,0.0,2.0654572272766875e-18,9.360864034029806e-11,5.888616947469813e-05,702.8906369179999,0.012904354815189142,7.502070861838787e-07,0.00020715174850454156,,[633],[7.7953179590000445],5.948016077945637e-10,9.21017187223727e-11,7.928899608146106e-22,5.948016077945637e-10,1
our,5000,5000,65,5.813596238851425e-05,0.0001,0.0,2.0683309231257235e-18,9.073905891713194e-11,5.887434450166396e-05,711.799892084,0.012700952780573344,7.383821131497074e-07,0.00020081070206565574,,[638],[7.482270166000035],5.855644443870218e-10,8.927833211909976e-11,7.859961271651209e-22,5.855644443870218e-10,1
our,5000,5000,66,5.813596238851425e-05,0.0001,0.0,2.0928213161519925e-18,8.819710413221807e-11,5.886287685926564e-05,720.6069875420001,0.012503697210575497,7.269144707513876e-07,0.00019478165736513004,,[639],[7.476448917000084],5.766073470863976e-10,8.677729798641682e-11,6.6189942525364385e-22,5.766073470863976e-10,1
our,5000,5000,67,5.813596238851425e-05,0.0001,0.0,2.097298225305481e-18,8.571014797009423e-11,5.885175729997285e-05,729.579362917,0.012312429037899905,7.157949114585996e-07,0.00018890614740719588,,[647],[7.616441915999985],5.67917844827037e-10,8.433037710298e-11,7.891518210351601e-22,5.67917844827037e-10,1
our,5000,5000,68,5.813596238851425e-05,0.0001,0.0,2.0825011213732905e-18,8.330603947665435e-11,5.884096346022163e-05,738.720692751,0.012126763585609194,7.050010717073803e-07,0.00018340726337536686,,[647],[7.757187417000068],5.594839049466202e-10,8.196497019784898e-11,7.872628258545909e-22,5.594839049466202e-10,1
our,5000,5000,69,5.813596238851425e-05,0.0001,0.0,2.0757980675145188e-18,8.09467237582145e-11,5.8830483446860694e-05,748.146717126,0.011946496278930756,6.945210583464439e-07,0.0001781074398623877,,[663],[8.033611500000006],5.51294654011913e-10,7.964363498897218e-11,8.102183371861865e-22,5.51294654011913e-10,1
our,5000,5000,70,5.813596238851425e-05,0.0001,0.0,2.089347797209372e-18,7.890054732431454e-11,5.88203043679887e-05,757.106246584,0.011771405363535443,6.843419794744514e-07,0.0001730238861828644,,[663],[7.591093417000025],5.433400521625429e-10,7.763039811589827e-11,8.930002316350138e-22,5.433400521625429e-10,1
our,5000,5000,71,5.813596238851425e-05,0.0001,0.0,2.0815383247133787e-18,7.67796721015223e-11,5.881041462240761e-05,766.131680042,0.011601291286555002,6.744522338933596e-07,0.00016813489299919357,,[675],[7.620869749999997],5.356099759051188e-10,7.55436649627967e-11,6.435643458702106e-22,5.356099759051188e-10,1
our,5000,5000,72,5.813596238851425e-05,0.0001,0.0,2.0750560588392534e-18,7.474079765714354e-11,5.880079956630453e-05,775.920221584,0.011435902158929936,6.648371777902797e-07,0.00016349240461597562,,[677],[8.327044042000011],5.280953422713715e-10,7.353761253105802e-11,6.788838579322354e-22,5.280953422713715e-10,1
our,5000,5000,73,5.813596238851425e-05,0.0001,0.0,2.0012926936691225e-18,7.278637286079584e-11,5.879144871788796e-05,785.216733042,0.011275057682767684,6.554863293737107e-07,0.00015902587185102535,,[684],[7.950011000000018],5.20787135300396e-10,7.161465026814227e-11,8.08249660841431e-22,5.20787135300396e-10,1
our,5000,5000,74,5.813596238851425e-05,0.0001,0.0,2.0529927545249253e-18,7.094672140677435e-11,5.8782352486027394e-05,794.605024792,0.011118592880486127,6.463900975131438e-07,0.00015472032172936137,,[698],[8.001007125000001],5.136765780373951e-10,6.980461371436327e-11,8.049274460069525e-22,5.136765780373951e-10,1
our,5000,5000,75,5.813596238851425e-05,0.0001,0.0,2.094163290430125e-18,6.929156307124074e-11,5.8773501447362225e-05,803.6451654589999,0.01096634566032284,6.375390588479751e-07,0.00015057305961466255,,[655],[7.652660458000014],5.067558809592896e-10,6.817610028968231e-11,6.006811116040307e-22,5.067558809592896e-10,1
our,5000,5000,76,5.813596238851425e-05,0.0001,0.0,2.0494738965798906e-18,6.753318332467866e-11,5.876488358175163e-05,813.3770197919999,0.010818109263150948,6.289211932373811e-07,0.00014662841924284844,,[702],[8.359197709],5.000171026503182e-10,6.644602712297208e-11,7.564811301706209e-22,5.000171026503182e-10,1
our,5000,5000,77,5.813596238851425e-05,0.0001,0.0,2.068528139329256e-18,6.58653555801955e-11,5.875648763929577e-05,822.348937001,0.010673690178802556,6.205252507815193e-07,0.00014287346360827307,,[653],[7.620542042000011],4.934538269838843e-10,6.480504824280317e-11,7.782406680720229e-22,4.934538269838843e-10,1
our,5000,5000,78,5.813596238851425e-05,0.0001,0.0,2.059806596010155e-18,6.430675223874876e-11,5.8748311572977895e-05,832.266677168,0.01053305319642606,6.123491844636452e-07,0.00013915172002905784,,[714],[8.553754040999934],4.870584550566088e-10,6.327153545988242e-11,7.916008677558241e-22,4.870584550566088e-10,1
our,5000,5000,79,5.813596238851425e-05,0.0001,0.0,2.0770982073691863e-18,6.288571257977127e-11,5.874034097190849e-05,841.2832915009999,0.010395950433490076,6.043785833942375e-07,0.00013567370458819988,,[656],[7.694319375000077],4.808254631792805e-10,6.187337184497797e-11,8.418314700083847e-22,4.808254631792805e-10,1
our,5000,5000,80,5.813596238851425e-05,0.0001,0.0,2.0156055190770174e-18,6.141939910596245e-11,5.873257343336164e-05,850.6919076679999,0.010262340560569449,5.966110448473897e-07,0.00013223516272339102,,[665],[8.047218124999972],4.747483817332116e-10,6.04306632378172e-11,7.614460068707511e-22,4.747483817332116e-10,1
