algo,m,n,iter,opt,eta,cost,time,rel_err,abs_err,kkt_err
HOT,5000,5000,0,0.00045949154617637954,,0.49988031394632676,0.0,1086.8988266618592,0.4994208224001504,1.0
HOT,5000,5000,1,0.00045949154617637954,,0.03379924770080318,13.481149875000028,72.55793154860146,0.033339756154626796,0.018842281783045225
HOT,5000,5000,2,0.00045949154617637954,,-0.01763260149492748,25.927346709000062,39.37415865788108,0.01809209304110386,0.0009199751727030762
HOT,5000,5000,3,0.00045949154617637954,,-0.008958175488302553,38.71748275000016,20.495843966765573,0.009417667034478933,0.00017892353098078643
HOT,5000,5000,4,0.00045949154617637954,,-0.010452465736397114,51.39040437500023,23.74789563241464,0.010911957282573494,6.161185824027182e-05
HOT,5000,5000,5,0.00045949154617637954,,-0.005890273470898402,63.95052062500031,13.819111733205585,0.006349765017074782,4.155732171661803e-05
HOT,5000,5000,6,0.00045949154617637954,,-0.006792891104482981,76.4410413750004,15.783495280836952,0.0072523826506593605,2.282026128843681e-05
HOT,5000,5000,7,0.00045949154617637954,,-0.003741748554982244,88.9227694580004,9.143236989056472,0.004201240101158623,1.6825551609677906e-05
HOT,5000,5000,8,0.00045949154617637954,,-0.0027457581156464963,102.01479687500034,6.975644467227075,0.003205249661822876,1.3529487402336516e-05
HOT,5000,5000,9,0.00045949154617637954,,-0.0020513303270835496,115.0671150420003,5.4643483523331895,0.002510821873259929,1.1350594521087372e-05
HOT,5000,5000,10,0.00045949154617637954,,-0.002742992828059468,128.08300275100032,6.969626320407967,0.0032024843742358474,8.139380761418959e-06
HOT,5000,5000,11,0.00045949154617637954,,-0.0017907543349370337,140.66101708400026,4.897251973052923,0.0022502458811134132,6.525637532118997e-06
HOT,5000,5000,12,0.00045949154617637954,,-0.0011025871401103666,153.17449520900027,3.39958090477497,0.0015620786862867461,5.448234854162916e-06
HOT,5000,5000,13,0.00045949154617637954,,-0.0008348545949952616,165.6175279590003,2.8169095861337046,0.0012943461411716413,4.7044525951204545e-06
HOT,5000,5000,14,0.00045949154617637954,,-0.0006226123524040403,178.41468720900036,2.355002845177581,0.0010821038985804198,4.138935747122654e-06
HOT,5000,5000,15,0.00045949154617637954,,-0.000491102124977925,191.1418257920003,2.068794690706696,0.0009505936711543046,3.68731099469862e-06
HOT,5000,5000,16,0.00045949154617637954,,-0.00043321403680800626,203.75496937500031,1.9428117675133756,0.0008927055829843857,3.321252443523985e-06
HOT,5000,5000,17,0.00045949154617637954,,-0.0008885972154804429,216.29120291600032,2.9338706508853765,0.0013480887616568226,2.6541611121673304e-06
HOT,5000,5000,18,0.00045949154617637954,,-0.00034062923763306433,228.7268347080003,1.7413177466867062,0.0008001207838094439,2.2340979031526163e-06
HOT,5000,5000,19,0.00045949154617637954,,-1.875636359643383e-05,241.7794599580003,1.040819823025066,0.00047824790977281335,1.931834690695274e-06
HOT,5000,5000,20,0.00045949154617637954,,7.066822297998492e-05,254.14075191600023,0.846203431666927,0.0003888233231963946,1.7095872680888782e-06
HOT,5000,5000,21,0.00045949154617637954,,0.000178689961411147,266.5337750410001,0.6111137127590256,0.00028080158476523256,1.534701768557827e-06
HOT,5000,5000,22,0.00045949154617637954,,0.00019606988918985716,278.9871792910002,0.5732894526103117,0.0002634216569865224,1.4043168667259894e-06
HOT,5000,5000,23,0.00045949154617637954,,0.00023261686917464645,291.4394512490002,0.4937515801751996,0.00022687467700173309,1.2959352124873345e-06
HOT,5000,5000,24,0.00045949154617637954,,0.00029692869910242955,304.0317516240001,0.35378854829148243,0.00016256284707394998,1.2038965091520426e-06
HOT,5000,5000,25,0.00045949154617637954,,0.00028239021221391055,316.472173332,0.3854289277707129,0.000177101333962469,1.1166059928640149e-06
HOT,5000,5000,26,0.00045949154617637954,,0.00030041659362496317,328.85664024900007,0.3461977785557651,0.00015907495255141637,1.04247293019206e-06
HOT,5000,5000,27,0.00045949154617637954,,0.00030947142267307836,341.58490291500004,0.32649158564870473,0.00015002012350330118,9.816754028151296e-07
HOT,5000,5000,28,0.00045949154617637954,,0.00024052592824029117,354.042602749,0.4765389477960856,0.00021896561793608837,8.739884594031977e-07
HOT,5000,5000,29,0.00045949154617637954,,0.00035776929154953465,366.41426366500014,0.2213800351134164,0.00010172225462684489,7.963872851894663e-07
HOT,5000,5000,30,0.00045949154617637954,,0.00043013813860103337,378.7246522900001,0.06388236697629825,2.935340757534617e-05,7.299323341136006e-07
HOT,5000,5000,31,0.00045949154617637954,,0.0004353453184089465,391.33638583200013,0.05254988468963973,2.4146227767433016e-05,6.726014643512287e-07
HOT,5000,5000,32,0.00045949154617637954,,0.00045416165207907906,403.7952697070001,0.011599547677542144,5.329894097300472e-06,6.271320588660402e-07
HOT,5000,5000,33,0.00045949154617637954,,0.000468182420977958,416.4384426240001,0.01891411250957464,8.690874801578453e-06,5.876816356914927e-07
HOT,5000,5000,34,0.00045949154617637954,,0.0004690732491739458,428.8665751660002,0.020852838484841842,9.58170299756629e-06,5.555759291330166e-07
HOT,5000,5000,35,0.00045949154617637954,,0.0004766476166832278,441.1440035830002,0.03733707540347814,1.715607050684824e-05,5.275660063766402e-07
HOT,5000,5000,36,0.00045949154617637954,,0.00047620297979035405,453.58832329200027,0.03636940386180619,1.6711433613974516e-05,5.045244423848917e-07
HOT,5000,5000,37,0.00045949154617637954,,0.00047834541088670604,466.3987910420002,0.04103201651307267,1.88538647103265e-05,4.827061327873179e-07
HOT,5000,5000,38,0.00045949154617637954,,0.00048453740625581203,478.86290116700013,0.05450777122636863,2.5045860079432494e-05,4.637515065395833e-07
HOT,5000,5000,39,0.00045949154617637954,,0.000485856902800156,491.45201954200013,0.05737941610280658,2.6365356623776445e-05,4.43598988358636e-07
HOT,5000,5000,40,0.00045949154617637954,,0.00048268467665786124,503.90347612500034,0.05047564133547483,2.3193130481481705e-05,4.269935030263237e-07
HOT,5000,5000,41,0.00045949154617637954,,0.000486824478826258,516.2900045830005,0.059485169808513746,2.733293264987847e-05,4.125261170338114e-07
HOT,5000,5000,42,0.00045949154617637954,,0.00048102230636650145,528.7944394160005,0.04685779394482518,2.1530760190121916e-05,3.985203166799758e-07
HOT,5000,5000,43,0.00045949154617637954,,0.0004787901666419513,541.3597359990005,0.04199994673713506,1.9298620465571775e-05,3.8490194828039865e-07
HOT,5000,5000,44,0.00045949154617637954,,0.00048517035731697483,554.0677491660005,0.05588527439575194,2.567881114059529e-05,3.7081829125459394e-07
HOT,5000,5000,45,0.00045949154617637954,,0.0004891127276451312,566.7877420410006,0.0644651282819931,2.9621181468751667e-05,3.582454922224271e-07
HOT,5000,5000,46,0.00045949154617637954,,0.00048259661429357983,579.1405754580006,0.05028398957383914,2.3105068117200292e-05,3.467415750932726e-07
HOT,5000,5000,47,0.00045949154617637954,,0.00048587752879429336,591.7948632910008,0.057424304837559184,2.638598261791382e-05,3.370208713544857e-07
HOT,5000,5000,48,0.00045949154617637954,,0.00048582044338691516,604.2815120000008,0.0573000688035054,2.6328897210535626e-05,3.2713398965988955e-07
HOT,5000,5000,49,0.00045949154617637954,,0.0004840084587703788,617.2171440830008,0.05335661297365469,2.4516912593999264e-05,3.174321418477875e-07
HOT,5000,5000,50,0.00045949154617637954,,0.0004912800555261781,631.094876125001,0.06918192426895342,3.17885093497986e-05,3.078967821971058e-07
HOT,5000,5000,51,0.00045949154617637954,,0.0004865758940629037,643.709584125001,0.05894417016353026,2.708434788652414e-05,2.9907986977887507e-07
HOT,5000,5000,52,0.00045949154617637954,,0.0004865226711663077,656.077889958001,0.0588283401835473,2.703112498992819e-05,2.9210968709587684e-07
HOT,5000,5000,53,0.00045949154617637954,,0.000468367646511606,668.6098528750009,0.019317222284257855,8.876100335226456e-06,2.7995884414828356e-07
HOT,5000,5000,54,0.00045949154617637954,,0.00048327383539186207,681.068825958001,0.051757838448574005,2.3782289215482533e-05,2.6643563386836636e-07
HOT,5000,5000,55,0.00045949154617637954,,0.0004922105333902319,693.6042535000009,0.07120694055444697,3.271898721385238e-05,2.558134161054066e-07
HOT,5000,5000,56,0.00045949154617637954,,0.0004930575274524409,705.940160125001,0.07305026948891188,3.3565981276061324e-05,2.4646688862511465e-07
HOT,5000,5000,57,0.00045949154617637954,,0.0004957761659421886,718.2858180410009,0.07896689300978102,3.628461976580902e-05,2.3866700633035883e-07
HOT,5000,5000,58,0.00045949154617637954,,0.0004963619856713116,731.450699041001,0.0802418233844481,3.687043949493203e-05,2.3108185780192396e-07
HOT,5000,5000,59,0.00045949154617637954,,0.0004964942781341457,744.233170083001,0.08052973393238962,3.700273195776616e-05,2.2424593693915388e-07
HOT,5000,5000,60,0.00045949154617637954,,0.0004961254437266106,757.1133317500011,0.07972703274973608,3.663389755023108e-05,2.1840165080574626e-07
HOT,5000,5000,61,0.00045949154617637954,,0.000495571392815299,769.7408488340012,0.07852124144427669,3.607984663891951e-05,2.1252545534916944e-07
HOT,5000,5000,62,0.00045949154617637954,,0.000494196896873885,782.2549307090013,0.07552990035682507,3.470535069750543e-05,2.072062658418108e-07
HOT,5000,5000,63,0.00045949154617637954,,0.0004942322725610934,795.0788512920013,0.07560688912300115,3.474072638471389e-05,2.023914990644629e-07
HOT,5000,5000,64,0.00045949154617637954,,0.0004948104296983609,807.5992810420015,0.07686514325646362,3.531888352198138e-05,1.983167966170393e-07
HOT,5000,5000,65,0.00045949154617637954,,0.000496275676016697,819.9351806260016,0.08005398607746644,3.678412984031742e-05,1.9399168436997814e-07
HOT,5000,5000,66,0.00045949154617637954,,0.0004968247585412286,832.2517905430014,0.08124896459034837,3.7333212364849084e-05,1.9029255508891183e-07
HOT,5000,5000,67,0.00045949154617637954,,0.0004976827297619507,844.6531546680015,0.08311618331909669,3.8191183585571144e-05,1.863847010048573e-07
HOT,5000,5000,68,0.00045949154617637954,,0.0004954165281367032,857.0209294600016,0.0781842065632555,3.592498196032371e-05,1.8252014052357822e-07
HOT,5000,5000,69,0.00045949154617637954,,0.0004951414653123073,869.6864195850018,0.07758558222144797,3.564991913592775e-05,1.7956816998234875e-07
HOT,5000,5000,70,0.00045949154617637954,,0.0004949584899422587,882.2263957100018,0.07718736951966669,3.54669437658792e-05,1.75996510924792e-07
HOT,5000,5000,71,0.00045949154617637954,,0.0004957759290750879,894.7859676270019,0.07896637751150327,3.6284382898708325e-05,1.7396933349916777e-07
HOT,5000,5000,72,0.00045949154617637954,,0.0004950688351986839,907.1245340440017,0.07742751595400993,3.5577289022304314e-05,1.7129479937131993e-07
HOT,5000,5000,73,0.00045949154617637954,,0.0004967494038981066,919.5686930440019,0.08108496887867729,3.7257857721727044e-05,1.6896473251164362e-07
HOT,5000,5000,74,0.00045949154617637954,,0.0004962183144984479,932.0353920860019,0.0799291491381878,3.672676832206835e-05,1.6656316426731377e-07
HOT,5000,5000,75,0.00045949154617637954,,0.0004950608179542368,944.5008662530018,0.07741006787577255,3.5569271777857216e-05,1.642086902568773e-07
HOT,5000,5000,76,0.00045949154617637954,,0.0004969545802053312,957.3513340860019,0.08153149789304548,3.74630340289517e-05,1.6152709561615756e-07
HOT,5000,5000,77,0.00045949154617637954,,0.0004968585246989586,969.8713409610019,0.08132245050757796,3.7366978522579094e-05,1.5854599155090074e-07
HOT,5000,5000,78,0.00045949154617637954,,0.0004958572063642843,982.5286699610018,0.07914326278800685,3.6365660187904787e-05,1.5682385294060544e-07
HOT,5000,5000,79,0.00045949154617637954,,0.0004942658027461497,995.3499982950017,0.07567986148851111,3.477425656977021e-05,1.534129059129234e-07
HOT,5000,5000,80,0.00045949154617637954,,0.0004925321981078073,1007.9218946700017,0.0719069854633297,3.304065193142781e-05,1.523064399396278e-07
HOT,5000,5000,81,0.00045949154617637954,,0.000495098443707717,1020.6872287950017,0.07749195350303449,3.560689753133743e-05,1.5053133583771938e-07
HOT,5000,5000,82,0.00045949154617637954,,0.000493898288931189,1033.4689769610018,0.07488003433604441,3.4406742754809435e-05,1.4816248277802022e-07
HOT,5000,5000,83,0.00045949154617637954,,0.0004930101417799331,1045.916879670002,0.07294714316830356,3.3518595603553524e-05,1.4675424857910334e-07
