algo,m,n,iter,opt,eta,cost,time,rel_err,abs_err,kkt_err
HOT,1000,1000,0,6.946465053373141e-05,,0.16583501934216216,0.0,2386.329642745905,0.16576555469162843,1.0
HOT,1000,1000,1,6.946465053373141e-05,,0.0019205842897438306,0.5299207909999986,26.648368990371758,0.0018511196392100992,0.011171818457005184
HOT,1000,1000,2,6.946465053373141e-05,,-0.0001945905745749082,0.9734451239999977,3.8012891892462166,0.00026405522510863965,0.0006591467789027561
HOT,1000,1000,3,6.946465053373141e-05,,-0.00026037479352276053,1.4152360399999964,4.748306390691837,0.00032983944405649195,0.00010846811344022873
HOT,1000,1000,4,6.946465053373141e-05,,-0.00019336521151028566,1.8631735819999946,3.7836490938133958,0.0002628298620440171,3.1522858065689534e-05
HOT,1000,1000,5,6.946465053373141e-05,,-0.0001286029654272477,2.3121701239999943,2.851344020867121,0.00019806761596097912,1.306886158208717e-05
HOT,1000,1000,6,6.946465053373141e-05,,-4.869737935159534e-05,2.762630456999993,1.7010382831761073,0.00011816202988532676,9.149522396655634e-06
HOT,1000,1000,7,6.946465053373141e-05,,-4.496191303313869e-05,3.200978081999992,1.6472632149974697,0.00011442656356687011,5.241408149230118e-06
HOT,1000,1000,8,6.946465053373141e-05,,-1.6055961619488837e-06,3.6429841239999874,1.0231138593459017,7.107024669568029e-05,4.0237015573456925e-06
HOT,1000,1000,9,6.946465053373141e-05,,2.148926902479647e-05,4.087348789999986,0.6906445384856363,4.7975381508934945e-05,3.3101815589973545e-06
HOT,1000,1000,10,6.946465053373141e-05,,2.9599282005716494e-05,4.527189289999981,0.5738943221006583,3.986536852801492e-05,2.8687618696526076e-06
HOT,1000,1000,11,6.946465053373141e-05,,2.8544622616781072e-05,4.964515456999983,0.5890769996327836,4.092002791695034e-05,2.527159501309281e-06
HOT,1000,1000,12,6.946465053373141e-05,,2.873255347613476e-05,5.401406123999983,0.5863715824470679,4.073209705759665e-05,1.8148477199525982e-06
HOT,1000,1000,13,6.946465053373141e-05,,4.080571650348786e-05,5.840228998999983,0.41256860590304173,2.8658934030243553e-05,1.5612815693005207e-06
HOT,1000,1000,14,6.946465053373141e-05,,4.959572682769935e-05,6.2773588739999795,0.28602927609034606,1.9868923706032067e-05,1.379130776849132e-06
HOT,1000,1000,15,6.946465053373141e-05,,4.6749675039462346e-05,6.700104623999984,0.3270005005385995,2.2714975494269068e-05,1.2385697555842827e-06
HOT,1000,1000,16,6.946465053373141e-05,,5.141791210366979e-05,7.175792123999983,0.25979744073279815,1.804673843006162e-05,1.1343133176907084e-06
HOT,1000,1000,17,6.946465053373141e-05,,6.478631827418079e-05,7.639537539999978,0.06734838833283802,4.678332259550627e-06,1.0472219264343903e-06
HOT,1000,1000,18,6.946465053373141e-05,,5.246141810167071e-05,8.107870623999979,0.2447753253117438,1.7003232432060706e-05,9.75347230117814e-07
HOT,1000,1000,19,6.946465053373141e-05,,5.896754408676564e-05,8.69837783299998,0.1511143634396962,1.0497106446965776e-05,9.148119768327481e-07
HOT,1000,1000,20,6.946465053373141e-05,,5.328435245539502e-05,9.33594108299998,0.2329285176563205,1.618029807833639e-05,8.609244175385063e-07
HOT,1000,1000,21,6.946465053373141e-05,,5.569347502114643e-05,9.861963582999984,0.19824724383948095,1.3771175512584983e-05,8.119081535802999e-07
HOT,1000,1000,22,6.946465053373141e-05,,5.392718868416443e-05,10.340683457999987,0.22367436862036943,1.5537461849566983e-05,7.665973502384848e-07
HOT,1000,1000,23,6.946465053373141e-05,,3.856696634493765e-05,10.903933082999991,0.44479723069779387,3.089768418879376e-05,6.194467093316269e-07
